source_model,channel,density_percent,method,eligible_realization_count,eligible_rna_count,missing_rna_count,sum_tp,sum_fp,sum_fn,sum_original_tp,sum_original_fp,sum_original_fn,sum_preserved_tp,sum_lost_tp,sum_removed_fp,sum_preserved_original_fp,sum_new_tp,sum_new_fp,sum_unchanged_pairs,sum_deleted_pairs,sum_added_pairs,sum_beneficial_changes,sum_harmful_changes,sum_modified_pair_count,sum_evidence_item_count,micro_precision,macro_precision,macro_precision_defined_rna_count,micro_recall,macro_recall,macro_recall_defined_rna_count,micro_f1,macro_f1,macro_f1_defined_rna_count,micro_tp_preservation,macro_tp_preservation,macro_tp_preservation_defined_rna_count,micro_fp_removal,macro_fp_removal,macro_fp_removal_defined_rna_count,micro_modification_precision,macro_modification_precision,macro_modification_precision_defined_rna_count,micro_fp_removed_per_evidence_item,macro_fp_removed_per_evidence_item,macro_fp_removed_per_evidence_item_defined_rna_count,macro_delta_f1_vs_b0,micro_delta_f1_vs_b0,macro_delta_f1_vs_b1,micro_delta_f1_vs_b1,micro_delta_f1_per_evidence_item,macro_delta_f1_per_evidence_item,macro_delta_f1_per_evidence_item_defined_rna_count
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,B2_GLOBAL_REFOLD,605,121,0,7408,979,972,7305,2160,1075,6932,373,2009,151,476,828,7083,2382,1304,2485,1201,3686,605,0.8832717300584237,0.9238364411583446,121,0.8840095465393795,0.9222045957087484,121,0.8836404842846066,0.9185587340830326,121,0.9489390828199863,0.9570494719201615,116,0.9300925925925926,0.9212740098589155,106,0.6741725447639718,0.7772908279809624,112,3.3206611570247935,3.3206611570247935,121,0.07568736986973768,0.06492375690999186,0.06318213947391926,0.055596956739832226,0.00010731199489254853,0.01513747397394753,121
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,B0_ORIGINAL,605,121,0,7305,2160,1075,7305,2160,1075,7305,0,0,2160,0,0,9465,0,0,0,0,0,670,0.7717908082408875,0.7905636556834104,121,0.8717183770883055,0.9120849106151278,121,0.8187167273746148,0.8428713642132949,121,1.0,1.0,116,0.0,0.0,106,,,0,0.0,0.0,121,0.0,0.0,-0.01213439323543608,-0.009984350333836711,0.0,0.0,121
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,B1_LOCAL_HARD,605,121,0,7305,1945,1075,7305,2160,1075,7305,0,215,1945,0,0,9250,215,0,215,0,215,670,0.7897297297297298,0.8106579012617653,121,0.8717183770883055,0.9120849106151278,121,0.8287010777084515,0.855005757448731,121,1.0,1.0,116,0.09953703703703703,0.15665732002996155,106,1.0,1.0,85,0.3208955223880597,0.32573002754820934,121,0.01213439323543608,0.009984350333836711,0.0,0.0,1.4902015423636883e-05,0.002373187601996276,121
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,B2_GLOBAL_REFOLD,605,121,0,7407,970,973,7305,2160,1075,6922,383,2013,147,485,823,7069,2396,1308,2498,1206,3704,670,0.8842067565954399,0.9240578978741076,121,0.883890214797136,0.9217023122828926,121,0.8840484573611028,0.9188053962364519,121,0.9475701574264203,0.9564371265776813,116,0.9319444444444445,0.9225318714941357,106,0.6744060475161987,0.7744337035731911,111,3.0044776119402985,2.8442975206611574,121,0.07593403202315696,0.06533172998648806,0.06379963878772088,0.05534737965265135,9.751004475595233e-05,0.015169953047426266,121
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,B0_ORIGINAL,605,121,0,7305,2160,1075,7305,2160,1075,7305,0,0,2160,0,0,9465,0,0,0,0,0,925,0.7717908082408875,0.7905636556834104,121,0.8717183770883055,0.9120849106151278,121,0.8187167273746148,0.8428713642132949,121,1.0,1.0,116,0.0,0.0,106,,,0,0.0,0.0,121,0.0,0.0,-0.014895836777167881,-0.013667046554282192,0.0,0.0,121
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,B1_LOCAL_HARD,605,121,0,7305,1867,1075,7305,2160,1075,7305,0,293,1867,0,0,9172,293,0,293,0,293,925,0.796445704317488,0.8156691943436699,121,0.8717183770883055,0.9120849106151278,121,0.832383773928897,0.8577672009904628,121,1.0,1.0,116,0.13564814814814816,0.19652147274788784,106,1.0,1.0,88,0.31675675675675674,0.32,121,0.014895836777167881,0.013667046554282192,0.0,0.0,1.4775185464088857e-05,0.002440626469314982,121
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,B2_GLOBAL_REFOLD,605,121,0,7488,862,892,7305,2160,1075,6975,330,2035,125,513,737,7100,2365,1250,2548,1067,3615,925,0.8967664670658683,0.9304317153672138,121,0.8935560859188544,0.9275756721510047,121,0.8951583980872684,0.924845033184596,121,0.9548254620123203,0.9629917767417768,116,0.9421296296296297,0.9307827638959715,106,0.7048409405255879,0.7813852781665211,112,2.2,2.164738292011019,121,0.0819736689713011,0.07644167071265362,0.06707783219413321,0.06277462415837143,8.263964401367959e-05,0.013678375639909632,121
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,B0_ORIGINAL,605,121,0,7305,2160,1075,7305,2160,1075,7305,0,0,2160,0,0,9465,0,0,0,0,0,1665,0.7717908082408875,0.7905636556834104,121,0.8717183770883055,0.9120849106151278,121,0.8187167273746148,0.8428713642132949,121,1.0,1.0,116,0.0,0.0,106,,,0,0.0,0.0,121,0.0,0.0,-0.025802579613871335,-0.02442731694671485,0.0,0.0,121
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,B1_LOCAL_HARD,605,121,0,7305,1643,1075,7305,2160,1075,7305,0,517,1643,0,0,8948,517,0,517,0,517,1665,0.8163835493965131,0.8346249050980871,121,0.8717183770883055,0.9120849106151278,121,0.8431440443213296,0.8686739438271662,121,1.0,1.0,116,0.23935185185185184,0.3297313252501932,106,1.0,1.0,98,0.3105105105105105,0.31415977961432506,121,0.025802579613871335,0.02442731694671485,0.0,0.0,1.4671061229258169e-05,0.002485734820767207,121
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,B2_GLOBAL_REFOLD,605,121,0,7513,736,867,7305,2160,1075,6985,320,2061,99,528,637,7084,2381,1165,2589,957,3546,1665,0.9107770638865317,0.9355892875296238,121,0.8965393794749403,0.9265178397858981,121,0.9036021408382946,0.9271913569328215,121,0.9561943874058864,0.9621241694198965,116,0.9541666666666667,0.9475709671936087,106,0.7301184433164128,0.7862458617590242,112,1.2378378378378379,1.185513577331759,121,0.08431999271952662,0.08488541346367984,0.05851741310565528,0.06045809651696499,5.098223030851642e-05,0.007297424907862445,121
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,B0_ORIGINAL,605,121,0,7305,2160,1075,7305,2160,1075,7305,0,0,2160,0,0,9465,0,0,0,0,0,4365,0.7717908082408875,0.7905636556834104,121,0.8717183770883055,0.9120849106151278,121,0.8187167273746148,0.8428713642132949,121,1.0,1.0,116,0.0,0.0,106,,,0,0.0,0.0,121,0.0,0.0,-0.05870996477783841,-0.055243911495995945,0.0,0.0,121
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,B1_LOCAL_HARD,605,121,0,7305,1032,1075,7305,2160,1075,7305,0,1128,1032,0,0,8337,1128,0,1128,0,1128,4365,0.8762144656351205,0.8950737564716947,121,0.8717183770883055,0.9120849106151278,121,0.8739606388706107,0.9015813289911333,121,1.0,1.0,116,0.5222222222222223,0.7273702297051353,106,1.0,1.0,102,0.2584192439862543,0.2628616897460624,121,0.05870996477783841,0.055243911495995945,0.0,0.0,1.2656108017410297e-05,0.0021030026202718457,121
trrosettarna2_native_ss,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,B2_GLOBAL_REFOLD,605,121,0,7611,367,769,7305,2160,1075,7031,274,2109,51,580,316,7082,2383,896,2689,590,3279,4365,0.953998495863625,0.9685547874515171,121,0.9082338902147972,0.9332581672909575,121,0.9305538574397848,0.9465994712184265,121,0.9624914442162902,0.9692484319639492,116,0.9763888888888889,0.9740999490056094,106,0.8200670936261055,0.851353862639713,111,0.4831615120274914,0.4490180672681527,121,0.10372810700513158,0.11183713006517004,0.04501814222729317,0.0565932185691741,2.5621335639214214e-05,0.00328805526803357,121
