variant,mode,source_model,metric,n_runs,mean,std_population,median,fold_mean_min,fold_mean_max,n_folds_with_deployable_runs
MODEL_SPECIFIC_RNAFOLD,LEARNED_UNGATED,rnafold,macro_delta_f1,25,-0.07653987512689463,0.028223397726971067,-0.06498233428035988,-0.12493849452627448,-0.048233886462601315,5
MODEL_SPECIFIC_RNAFOLD,LEARNED_UNGATED,rnafold,micro_delta_f1,25,-0.08755537485555834,0.03526383416450695,-0.07179890710382508,-0.13594933561104777,-0.0503300288400488,5
MODEL_SPECIFIC_RNAFOLD,LEARNED_UNGATED,rnafold,modified_rna_count,25,19.2,3.3105890714493698,19.0,15.8,23.6,5
MODEL_SPECIFIC_RNAFOLD,LEARNED_SELECTIVE,pooled,modification_precision,14,0.3113378684807256,0.34136678322686687,0.18333333333333335,0.0,0.7896825396825397,4
MODEL_SPECIFIC_RNAFOLD,LEARNED_SELECTIVE,pooled,delete_recall,20,0.02087361260293591,0.02963641500639643,0.0,0.0,0.05612244897959184,5
MODEL_SPECIFIC_RNAFOLD,LEARNED_SELECTIVE,pooled,correct_pair_preservation,20,0.9932566105262106,0.010241266478913361,0.9964847900758643,0.9831715210355988,1.0,5
MODEL_SPECIFIC_RNAFOLD,LEARNED_SELECTIVE,pooled,macro_delta_f1,20,-0.001095402584783416,0.0018833499983382238,-0.00042817684835028515,-0.0027796698258487104,4.352928374817071e-05,5
MODEL_SPECIFIC_RNAFOLD,LEARNED_SELECTIVE,pooled,micro_delta_f1,20,-0.0019399243674823874,0.004608732952396011,-0.0001566613162118924,-0.006852107876608548,0.001997229776964954,5
MODEL_SPECIFIC_RNAFOLD,LEARNED_SELECTIVE,pooled,modified_rna_count,20,1.5,1.396424004376894,1.0,0.0,2.5,5
MODEL_SPECIFIC_RNAFOLD,LEARNED_SELECTIVE,rnafold,modification_precision,14,0.3113378684807256,0.34136678322686687,0.18333333333333335,0.0,0.7896825396825397,4
MODEL_SPECIFIC_RNAFOLD,LEARNED_SELECTIVE,rnafold,delete_recall,20,0.02087361260293591,0.02963641500639643,0.0,0.0,0.05612244897959184,5
MODEL_SPECIFIC_RNAFOLD,LEARNED_SELECTIVE,rnafold,correct_pair_preservation,20,0.9932566105262106,0.010241266478913361,0.9964847900758643,0.9831715210355988,1.0,5
MODEL_SPECIFIC_RNAFOLD,LEARNED_SELECTIVE,rnafold,macro_delta_f1,20,-0.001095402584783416,0.0018833499983382238,-0.00042817684835028515,-0.0027796698258487104,4.352928374817071e-05,5
MODEL_SPECIFIC_RNAFOLD,LEARNED_SELECTIVE,rnafold,micro_delta_f1,20,-0.0019399243674823874,0.004608732952396011,-0.0001566613162118924,-0.006852107876608548,0.001997229776964954,5
