manifest_id,manifest_payload_sha256,rna_id,channel,density_percent,evidence_seed,item_count,sequence_length,crossing_status,minimum_loop_status,crossing_flag,minimum_loop_flag,minimum_pair_separation,validity_status,eligibility_status,reason
simulated_evidence_v1__8BWT_26_hp_nmr_A__positive_pair_evidence__density_05__seed_107__noise_00,7d897a71d75db92afa4bd178d05e5ffaf139ba7b07137251bbc6f1efd3b0250b,8BWT_26_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,5,107,1,26,PASS,PASS,False,False,17,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__8BWT_26_hp_nmr_A__positive_pair_evidence__density_05__seed_109__noise_00,444aa846d5394027d9ad2f97654d639010d23084a83e5dd744a5a7c2afe47696,8BWT_26_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,5,109,1,26,PASS,PASS,False,False,9,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__8BWT_26_hp_nmr_A__positive_pair_evidence__density_05__seed_113__noise_00,c472f909f25a2015166002e849854640f1ed13955891f24d416fd1925c8e79af,8BWT_26_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,5,113,1,26,PASS,PASS,False,False,17,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__8BWT_26_hp_nmr_A__positive_pair_evidence__density_10__seed_101__noise_00,be38bbeffa9d0a63e3dd11fe3a36a3ef94be845fced54a368504cb85c0286ce7,8BWT_26_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,10,101,1,26,PASS,PASS,False,False,7,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__8BWT_26_hp_nmr_A__positive_pair_evidence__density_10__seed_103__noise_00,3a8e7ef4b4c87fc24b9eccc49746dbdf0a037513cafb1dcb5e0e6909bd7c1253,8BWT_26_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,10,103,1,26,PASS,PASS,False,False,5,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__8BWT_26_hp_nmr_A__positive_pair_evidence__density_10__seed_107__noise_00,667251634b2c17283114ccdec030eb3748e8d55a03d8ef1d1ddbdbf928162d1e,8BWT_26_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,10,107,1,26,PASS,PASS,False,False,5,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__8BWT_26_hp_nmr_A__positive_pair_evidence__density_10__seed_109__noise_00,68fc7096282ff4070473ef1ef24f81f6d28691175dcb7c06df18e103846f912d,8BWT_26_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,10,109,1,26,PASS,PASS,False,False,17,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__8BWT_26_hp_nmr_A__positive_pair_evidence__density_10__seed_113__noise_00,d58fe2e96d2bf7f0021d38945d0521e67c1dd8bfcfc0d202d44dc4acf582d25d,8BWT_26_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,10,113,1,26,PASS,PASS,False,False,7,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__8BWT_26_hp_nmr_A__positive_pair_evidence__density_20__seed_101__noise_00,5a88e9f0b25d244f5dff84d40526bf8885ce823130a92e73161914f4bd5cee07,8BWT_26_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,20,101,2,26,PASS,PASS,False,False,5,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__8BWT_26_hp_nmr_A__positive_pair_evidence__density_20__seed_103__noise_00,0f80eb716982d9e3664845c1b208e9a2a729408b24f5e13aca8f556c1b78dd45,8BWT_26_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,20,103,2,26,PASS,PASS,False,False,17,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__8BWT_26_hp_nmr_A__positive_pair_evidence__density_20__seed_107__noise_00,ab22bb56cd9a502f3c9bf59540f5e51ffc510d26acf37afd5679ba0ab8222e1f,8BWT_26_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,20,107,2,26,PASS,PASS,False,False,9,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__8BWT_26_hp_nmr_A__positive_pair_evidence__density_20__seed_109__noise_00,c96d3f30c9b63dce876dbd24f54e03a373de49c7ded639f2172719875b84ab71,8BWT_26_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,20,109,2,26,PASS,PASS,False,False,5,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__8BWT_26_hp_nmr_A__positive_pair_evidence__density_20__seed_113__noise_00,e61b3aa1f989d9fbcdd2353009d350ca26d580e530e3439eb36a61d5052b6a76,8BWT_26_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,20,113,2,26,PASS,PASS,False,False,9,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__8BWT_26_hp_nmr_A__positive_pair_evidence__density_50__seed_101__noise_00,dc24c6ff4a1cbd9f608967c19c1ec797a27b1a66bcd4d7f5fa6849e1e1e9441d,8BWT_26_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,50,101,4,26,PASS,PASS,False,False,5,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__8BWT_26_hp_nmr_A__positive_pair_evidence__density_50__seed_103__noise_00,eb70bb280bd18304049b9457ca49721ca6088bb29f0c01dd99415b87ec90b6cf,8BWT_26_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,50,103,4,26,PASS,PASS,False,False,5,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__8BWT_26_hp_nmr_A__positive_pair_evidence__density_50__seed_107__noise_00,649f4a8ecb0f6a2fffe42b1e5c4f981ec5c6b7bc16cc5f42e287c6ba14419049,8BWT_26_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,50,107,4,26,PASS,PASS,False,False,7,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__8BWT_26_hp_nmr_A__positive_pair_evidence__density_50__seed_109__noise_00,c1d14fbd9371ae239e4ed99ae865e248e90458e3f731ae24d29e9998e0ab5a8c,8BWT_26_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,50,109,4,26,PASS,PASS,False,False,5,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__8BWT_26_hp_nmr_A__positive_pair_evidence__density_50__seed_113__noise_00,21708149394e0e3fdd04989361f0ff6fd3d3b271edd71c0aee733015a516e1b4,8BWT_26_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,50,113,4,26,PASS,PASS,False,False,5,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__8BWT_26_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_101__noise_00,b7d9f001cbb33ffa29cf5aa598e9e284263fadf37e977e3a997f6de3b5ff36a0,8BWT_26_hp_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,101,0,26,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__8BWT_26_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_103__noise_00,92cd4c122859005d54b74647685bf9b593642b7d6da974842cad0a3fde529c5e,8BWT_26_hp_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,103,0,26,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__8BWT_26_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_107__noise_00,1439c657cd932a6bcaad7020658a97f61d7b2e3e8d5dfdab4dfc16942facb83d,8BWT_26_hp_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,107,0,26,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__8BWT_26_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_109__noise_00,cf4420391e8a1d3628ff0a3aa8f9709f8c5ac019b1a0a4a2ec6d53e95a78437a,8BWT_26_hp_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,109,0,26,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__8BWT_26_hp_nmr_A__unpaired_nucleotide_evidence__density_00__seed_113__noise_00,f58bc68b91f25a19b2241d7575ef8f021c0699710e787e8c9215cbacb6a021f2,8BWT_26_hp_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,0,113,0,26,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__8BWT_26_hp_nmr_A__unpaired_nucleotide_evidence__density_01__seed_101__noise_00,4df467f61b2a5554d75a986093ed6fd7606bc70db019844842e731499b083b79,8BWT_26_hp_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,101,1,26,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__8BWT_26_hp_nmr_A__unpaired_nucleotide_evidence__density_01__seed_103__noise_00,937ac00ba9b8c58d218425ce36e0fe03d32f64eb781466d90d8380897a741a86,8BWT_26_hp_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,103,1,26,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__8BWT_26_hp_nmr_A__unpaired_nucleotide_evidence__density_01__seed_107__noise_00,277756a3ce9d1c484309b8086472227c0f25a1e3517f52a2d8b8e999e3222915,8BWT_26_hp_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,107,1,26,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__8BWT_26_hp_nmr_A__unpaired_nucleotide_evidence__density_01__seed_109__noise_00,0dbe898fc8bf3eb2f824649b48eb4b054ae4afd69c2ad3d6eaf13ca52a9ec789,8BWT_26_hp_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,109,1,26,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__8BWT_26_hp_nmr_A__unpaired_nucleotide_evidence__density_01__seed_113__noise_00,c050807d3cd54b2ab0a212a1341226c3155b25a249fdf39cbf15b0a44f5df3a9,8BWT_26_hp_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,1,113,1,26,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__8BWT_26_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_101__noise_00,252e5418a4a0fbfc8cd839fb84c88f0727e7c69387baef8c31b94798c2f0d694,8BWT_26_hp_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,101,1,26,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__8BWT_26_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_103__noise_00,ac99762349af8d5a7a760d2ef2f7d8e96a4e6990731d857b3b4ce3277c345976,8BWT_26_hp_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,103,1,26,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__8BWT_26_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_107__noise_00,c54cebe4bdfd4363d749d5571bbc2503e3c9fdfa8c118d3326c62b4aaf86d94e,8BWT_26_hp_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,107,1,26,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__8BWT_26_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_109__noise_00,dcf985c1eeae5f224baa002de729b18e2ebfe0646606aa3c3eac38721d5b1275,8BWT_26_hp_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,109,1,26,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__8BWT_26_hp_nmr_A__unpaired_nucleotide_evidence__density_05__seed_113__noise_00,54cc296628fd8461d4d7f25abc5b5b9ec4bce57ac66e656381993d5ca5d25da6,8BWT_26_hp_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,5,113,1,26,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__8BWT_26_hp_nmr_A__unpaired_nucleotide_evidence__density_10__seed_101__noise_00,02749480ecf31a32c12c99bb3ebd1ffd0608a08e50f3d176eeca2f101d61ecd9,8BWT_26_hp_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,101,1,26,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__8BWT_26_hp_nmr_A__unpaired_nucleotide_evidence__density_10__seed_103__noise_00,0d155fa71653666d98add5b139d1943498ec07cb9a66e23488a5341db13d9d59,8BWT_26_hp_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,103,1,26,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__8BWT_26_hp_nmr_A__unpaired_nucleotide_evidence__density_10__seed_107__noise_00,2ba3ce07e815ef5738cc0285ed8e60b0344be640f1d37d9100506f85edd6ab11,8BWT_26_hp_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,107,1,26,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__8BWT_26_hp_nmr_A__unpaired_nucleotide_evidence__density_10__seed_109__noise_00,016aa2fed7a220b66b134db3052d67388c67053920c794462a9ff126b86aab43,8BWT_26_hp_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,109,1,26,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__8BWT_26_hp_nmr_A__unpaired_nucleotide_evidence__density_10__seed_113__noise_00,05b0a588579b1c255e8a5ee650b080d211bc34b8936e7e07a466a4dec30850e8,8BWT_26_hp_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,10,113,1,26,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__8BWT_26_hp_nmr_A__unpaired_nucleotide_evidence__density_20__seed_101__noise_00,50a4cca0fd41ff7843d9ee4c2d973c06e58498e21d2eaeebc7a1283699b37bd0,8BWT_26_hp_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,101,2,26,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__8BWT_26_hp_nmr_A__unpaired_nucleotide_evidence__density_20__seed_103__noise_00,962fdf29bdbb90cb361eea1cb60bebe42ee37307a8fe356e799495fe9779f52b,8BWT_26_hp_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,103,2,26,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__8BWT_26_hp_nmr_A__unpaired_nucleotide_evidence__density_20__seed_107__noise_00,a6d9d3ef0b2efa86044cae2d30d73565bc0055dc80fd9c039e5a7e1b53909d59,8BWT_26_hp_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,107,2,26,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__8BWT_26_hp_nmr_A__unpaired_nucleotide_evidence__density_20__seed_109__noise_00,2224406d795ccc6b06ab79dbe148712842a6d962562d7aec2d78df2a00f90e99,8BWT_26_hp_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,109,2,26,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__8BWT_26_hp_nmr_A__unpaired_nucleotide_evidence__density_20__seed_113__noise_00,08b17d39f451af14e20f9980cdfa4bed67a411127ab155beb11c5603a66f750d,8BWT_26_hp_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,20,113,2,26,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__8BWT_26_hp_nmr_A__unpaired_nucleotide_evidence__density_50__seed_101__noise_00,08ad64424242c948c567b866d0ce54ab1c6b26fe7202157421c2264a3015ca3f,8BWT_26_hp_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,101,5,26,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__8BWT_26_hp_nmr_A__unpaired_nucleotide_evidence__density_50__seed_103__noise_00,b1d046da6a48875e8f32ac4d77a97caa650dc2a2d6004226fc8148780490d770,8BWT_26_hp_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,103,5,26,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__8BWT_26_hp_nmr_A__unpaired_nucleotide_evidence__density_50__seed_107__noise_00,8234bdc1e05633a2d621be4914ca3f2705ff92c4c0e3dc846501218d1059a996,8BWT_26_hp_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,107,5,26,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__8BWT_26_hp_nmr_A__unpaired_nucleotide_evidence__density_50__seed_109__noise_00,1809419f6e2beb52bbb2922ce1f5968a0bba8d3dcdcd3421973099bc8091eda6,8BWT_26_hp_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,109,5,26,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__8BWT_26_hp_nmr_A__unpaired_nucleotide_evidence__density_50__seed_113__noise_00,658ea87851442fcea1487388bf4ecbcc8937069ed2e5b81c9ace52cbd36cb057,8BWT_26_hp_nmr_A,UNPAIRED_NUCLEOTIDE_EVIDENCE,50,113,5,26,NOT_APPLICABLE,NOT_APPLICABLE,False,False,,PASS,R2_ELIGIBLE,unpaired channel has no v1.0.2 capability blocker
simulated_evidence_v1__8CQ1_43_hp_nmr_A__positive_pair_evidence__density_00__seed_101__noise_00,41a5fe5b0e64d4c3de045d410aebd8aa2416e5ecb86e7d801613cdbed9f39fa2,8CQ1_43_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,0,101,0,44,PASS,PASS,False,False,,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__8CQ1_43_hp_nmr_A__positive_pair_evidence__density_00__seed_103__noise_00,c26bb8dcab721470368b048e0f7d537f79c9cb8eadb615574d35f0eade99a075,8CQ1_43_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,0,103,0,44,PASS,PASS,False,False,,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__8CQ1_43_hp_nmr_A__positive_pair_evidence__density_00__seed_107__noise_00,5c468f37ea55d776742c78453591da33205f5aff0475fa9f0e925ec31bac17cf,8CQ1_43_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,0,107,0,44,PASS,PASS,False,False,,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__8CQ1_43_hp_nmr_A__positive_pair_evidence__density_00__seed_109__noise_00,ea6e0ab65fd6d25fc7edfc120c07d916f8e963e63c3dbe4ad507d1ed5200132e,8CQ1_43_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,0,109,0,44,PASS,PASS,False,False,,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__8CQ1_43_hp_nmr_A__positive_pair_evidence__density_00__seed_113__noise_00,4f4a3e82e9879898d0452c052f825906caa5faabb2ca8999fa3040e3aecda032,8CQ1_43_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,0,113,0,44,PASS,PASS,False,False,,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__8CQ1_43_hp_nmr_A__positive_pair_evidence__density_01__seed_101__noise_00,a24454c19bdcf686820071e75b8cb939f83b592efbd734cef9af3e62392c8a6e,8CQ1_43_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,1,101,1,44,PASS,PASS,False,False,14,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__8CQ1_43_hp_nmr_A__positive_pair_evidence__density_01__seed_103__noise_00,80a9d1688b4d000485a451d3d9b1bc0891ebd39f7363d53d0faf384bf40088a9,8CQ1_43_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,1,103,1,44,PASS,PASS,False,False,23,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__8CQ1_43_hp_nmr_A__positive_pair_evidence__density_01__seed_107__noise_00,bbdb6e7d0005ad1a7dfa64fe55e507f0e57ac74612acd638c39cb17ed8d5b62f,8CQ1_43_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,1,107,1,44,PASS,PASS,False,False,10,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__8CQ1_43_hp_nmr_A__positive_pair_evidence__density_01__seed_109__noise_00,e32df6939979bd6c6d0d4de2f1a9929389af652b34cab0bd891e79c1c017988e,8CQ1_43_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,1,109,1,44,PASS,PASS,False,False,31,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__8CQ1_43_hp_nmr_A__positive_pair_evidence__density_01__seed_113__noise_00,8f0e3c0ca3ad49b51faaa36275c3535ce0ff2307222a9fb928aabfbb17938b9c,8CQ1_43_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,1,113,1,44,PASS,PASS,False,False,29,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__8CQ1_43_hp_nmr_A__positive_pair_evidence__density_05__seed_101__noise_00,3b20c41e076d83281c5d853bd04d850fbe224920ade5df8bc185216a9afab02d,8CQ1_43_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,5,101,1,44,PASS,PASS,False,False,37,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__8CQ1_43_hp_nmr_A__positive_pair_evidence__density_05__seed_103__noise_00,1322a6bf7d524942825ebd932593894877c5d5a8209298ceb05474452b76d146,8CQ1_43_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,5,103,1,44,PASS,PASS,False,False,37,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__8CQ1_43_hp_nmr_A__positive_pair_evidence__density_05__seed_107__noise_00,42d741d3e2946e52282ce876720951564ffb490a528de6f3a525525575b2afdd,8CQ1_43_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,5,107,1,44,PASS,PASS,False,False,35,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__8CQ1_43_hp_nmr_A__positive_pair_evidence__density_05__seed_109__noise_00,de8dc52160615eb8a38292e3c28946d3bdb9a9bec8311b12325f78c5be7e5d60,8CQ1_43_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,5,109,1,44,PASS,PASS,False,False,43,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__8CQ1_43_hp_nmr_A__positive_pair_evidence__density_05__seed_113__noise_00,0f086df344936384d478d37e567339f6a4ba498a05541d621606ff6d05dde958,8CQ1_43_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,5,113,1,44,PASS,PASS,False,False,8,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__8CQ1_43_hp_nmr_A__positive_pair_evidence__density_10__seed_101__noise_00,f3f67f7dfcbc3ed926943e3fccdb190410d8034bf5027a9a297de4ae22218462,8CQ1_43_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,10,101,2,44,PASS,PASS,False,False,14,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__8CQ1_43_hp_nmr_A__positive_pair_evidence__density_10__seed_103__noise_00,cecf0340b4d30596c8847caf085061c1ae7d869b86b54fdc82433b80551ce345,8CQ1_43_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,10,103,2,44,PASS,PASS,False,False,39,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__8CQ1_43_hp_nmr_A__positive_pair_evidence__density_10__seed_107__noise_00,a56c9708a55a08c3bd7bd6b5a4b26eb0cb7d9d3827f40b240ca1cd99af97ecb2,8CQ1_43_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,10,107,2,44,PASS,PASS,False,False,6,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
simulated_evidence_v1__8CQ1_43_hp_nmr_A__positive_pair_evidence__density_10__seed_109__noise_00,cf770ede5a75093fad2ca4777d7b26d22443680f2be232b119b50f650c63e985,8CQ1_43_hp_nmr_A,POSITIVE_PAIR_EVIDENCE,10,109,2,44,PASS,PASS,False,False,6,PASS,R2_ELIGIBLE,all delivered exact pairs are noncrossing and satisfy j-i>3
