condition,scope,source_model,fold,seed,deployable,macro_delta_f1,micro_delta_f1,modification_precision,delete_recall,correct_pair_preservation,modified_pair_count,modified_rna_count,eligible_rna_count,beneficial_edit_count,harmful_edit_count,original_tp_count,original_fp_count,original_fn_count,tp_after_count,fp_after_count,fn_after_count
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,3,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,263,85,46,263,85,46
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,rnafold,3,29,True,0.0,0.0,,0.0,1.0,0,0,24,0,0,287,15,22,287,15,22
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,petfold,3,29,True,0.004240946718145964,0.008562091503267921,0.75,0.47368421052631576,0.9894366197183099,12,5,24,9,3,284,19,25,281,10,28
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,3,29,True,0.04166074593667545,0.07169631295576917,1.0,0.6352941176470588,1.0,54,17,24,54,0,263,85,46,263,31,46
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,rnafold,3,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,287,15,22,287,15,22
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,petfold,3,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,284,19,25,284,19,25
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,3,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,263,85,46,263,85,46
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,rnafold,3,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,287,15,22,287,15,22
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,petfold,3,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,284,19,25,284,19,25
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,3,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,263,85,46,263,85,46
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,rnafold,3,67,True,0.0,0.0,,0.0,1.0,0,0,24,0,0,287,15,22,287,15,22
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,petfold,3,67,True,0.006342154260529985,0.010535557506584636,0.8888888888888888,0.42105263157894735,0.9964788732394366,9,4,24,8,1,284,19,25,283,11,26
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,3,67,True,0.03942148828075113,0.07459915868276368,1.0,0.6588235294117647,1.0,56,16,24,56,0,263,85,46,263,29,46
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,rnafold,4,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,282,38,23,282,38,23
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,petfold,4,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,281,41,24,281,41,24
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,4,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,291,72,14,291,72,14
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,rnafold,4,29,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,282,38,23,282,38,23
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,petfold,4,29,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,281,41,24,281,41,24
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,4,29,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,291,72,14,291,72,14
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,rnafold,4,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,282,38,23,282,38,23
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,petfold,4,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,281,41,24,281,41,24
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,4,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,291,72,14,291,72,14
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,rnafold,4,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,282,38,23,282,38,23
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,petfold,4,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,281,41,24,281,41,24
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,4,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,291,72,14,291,72,14
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,rnafold,4,67,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,282,38,23,282,38,23
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,petfold,4,67,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,281,41,24,281,41,24
V2B_CROSS_SOURCE_AGNOSTIC_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,4,67,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,291,72,14,291,72,14
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,rnafold,0,17,True,-0.0009397163120567376,-0.003221182778051279,0.0,0.0,0.9935275080906149,2,1,25,0,2,309,36,23,307,36,25
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,petfold,0,17,True,-0.003035424723117206,-0.011987135756748812,0.35,0.16666666666666666,0.9577922077922078,20,8,25,7,13,308,42,24,295,35,37
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,0,17,True,0.0553512465316299,0.06325063094216465,0.9016393442622951,0.7746478873239436,0.9810126582278481,61,20,25,55,6,316,71,16,310,16,22
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,rnafold,0,29,True,-0.0004649122807017569,-0.0016082088573851072,0.0,0.0,0.9967637540453075,1,1,25,0,1,309,36,23,308,36,24
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,petfold,0,29,True,0.0017559450447010817,-0.0008589425462874889,0.5,0.07142857142857142,0.9902597402597403,6,5,25,3,3,308,42,24,305,39,27
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,0,29,True,0.05395002497928644,0.06253062620289296,0.9615384615384616,0.704225352112676,0.9936708860759493,52,19,25,50,2,316,71,16,314,21,18
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,rnafold,0,41,True,-0.006178446674098849,-0.012248402769126754,0.23076923076923078,0.08333333333333333,0.9676375404530745,13,4,25,3,10,309,36,23,299,33,33
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,petfold,0,41,True,-0.0019157272320511343,-0.008965987720495061,0.4,0.19047619047619047,0.961038961038961,20,7,25,8,12,308,42,24,296,34,36
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,0,41,True,0.05146064969428872,0.06253062620289296,0.9615384615384616,0.704225352112676,0.9936708860759493,52,18,25,50,2,316,71,16,314,21,18
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,rnafold,0,53,True,-0.0009397163120567376,-0.003221182778051279,0.0,0.0,0.9935275080906149,2,1,25,0,2,309,36,23,307,36,25
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,petfold,0,53,True,-0.0006167292613312414,-0.008647493198600809,0.3888888888888889,0.16666666666666666,0.9642857142857143,18,8,25,7,11,308,42,24,297,35,35
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,0,53,True,0.05951536457751848,0.06964187420426993,0.9649122807017544,0.7746478873239436,0.9936708860759493,57,19,25,55,2,316,71,16,314,16,18
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,rnafold,0,67,True,-0.0027152178058680886,-0.006461510773208445,0.0,0.0,0.9870550161812298,4,3,25,0,4,309,36,23,305,36,27
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,petfold,0,67,True,-9.479155882814006e-05,-0.0038175224279441977,0.3333333333333333,0.047619047619047616,0.987012987012987,6,5,25,2,4,308,42,24,304,40,28
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,0,67,True,0.05606971267431945,0.06710917525172189,1.0,0.7183098591549296,1.0,51,19,25,51,0,316,71,16,316,20,16
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,rnafold,1,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,243,33,27,243,33,27
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,petfold,1,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,242,36,28,242,36,28
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,1,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,246,53,24,246,53,24
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,rnafold,1,29,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,243,33,27,243,33,27
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,petfold,1,29,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,242,36,28,242,36,28
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,1,29,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,246,53,24,246,53,24
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,rnafold,1,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,243,33,27,243,33,27
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,petfold,1,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,242,36,28,242,36,28
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,1,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,246,53,24,246,53,24
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,rnafold,1,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,243,33,27,243,33,27
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,petfold,1,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,242,36,28,242,36,28
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,1,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,246,53,24,246,53,24
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,rnafold,1,67,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,243,33,27,243,33,27
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,petfold,1,67,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,242,36,28,242,36,28
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,1,67,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,246,53,24,246,53,24
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,rnafold,2,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,352,98,108,352,98,108
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,petfold,2,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,348,103,112,348,103,112
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,2,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,345,151,115,345,151,115
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,rnafold,2,29,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,352,98,108,352,98,108
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,petfold,2,29,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,348,103,112,348,103,112
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,2,29,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,345,151,115,345,151,115
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,rnafold,2,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,352,98,108,352,98,108
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,petfold,2,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,348,103,112,348,103,112
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,2,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,345,151,115,345,151,115
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,rnafold,2,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,352,98,108,352,98,108
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,petfold,2,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,348,103,112,348,103,112
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,2,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,345,151,115,345,151,115
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,rnafold,2,67,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,352,98,108,352,98,108
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,petfold,2,67,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,348,103,112,348,103,112
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,2,67,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,345,151,115,345,151,115
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,rnafold,3,17,True,-0.008917014324778849,-0.010517915353505214,0.0,0.0,0.9790940766550522,6,6,24,0,6,287,15,22,281,15,28
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,petfold,3,17,True,-0.003916700856723447,-0.004516535296289037,0.4,0.21052631578947367,0.9788732394366197,10,6,24,4,6,284,19,25,278,15,31
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,3,17,True,0.03926479496735492,0.07334075182584454,0.9516129032258065,0.6941176470588235,0.9885931558935361,62,18,24,59,3,263,85,46,260,26,49
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,rnafold,3,29,True,-0.006855191950456478,-0.006988839965810678,0.0,0.0,0.9860627177700348,4,4,24,0,4,287,15,22,283,15,26
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,petfold,3,29,True,-0.0008493876941457571,-0.0007118358894713239,0.5,0.15789473684210525,0.9894366197183099,6,2,24,3,3,284,19,25,281,16,28
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,3,29,True,0.04489793072190284,0.07587171344907251,0.9393939393939394,0.7294117647058823,0.9847908745247148,66,20,24,62,4,263,85,46,259,23,50
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,rnafold,3,41,True,-0.0008768746976294169,-0.0017386171554291119,0.0,0.0,0.9965156794425087,1,1,24,0,1,287,15,22,286,15,23
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,petfold,3,41,True,-0.0008493876941457571,-0.0007118358894713239,0.5,0.15789473684210525,0.9894366197183099,6,2,24,3,3,284,19,25,281,16,28
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,3,41,True,0.03760416694803124,0.06895638938521609,0.9491525423728814,0.6588235294117647,0.9885931558935361,59,18,24,56,3,263,85,46,260,29,49
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,rnafold,3,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,287,15,22,287,15,22
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,petfold,3,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,284,19,25,284,19,25
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,3,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,263,85,46,263,85,46
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,rnafold,3,67,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,287,15,22,287,15,22
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,petfold,3,67,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,284,19,25,284,19,25
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,3,67,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,263,85,46,263,85,46
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,rnafold,4,17,True,-0.0012299229387189674,-0.0020784565916398545,0.3333333333333333,0.02631578947368421,0.9929078014184397,3,2,24,1,2,282,38,23,280,37,25
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,petfold,4,17,True,0.0036778237865194435,0.005754938930574549,1.0,0.0975609756097561,1.0,4,3,24,4,0,281,41,24,281,37,24
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,4,17,True,0.06486077890868285,0.06078134992151618,0.94,0.6527777777777778,0.9896907216494846,50,22,24,47,3,291,72,14,288,25,17
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,rnafold,4,29,True,0.00047274387063119444,0.0014461538461538748,1.0,0.02631578947368421,1.0,1,1,24,1,0,282,38,23,282,37,23
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,petfold,4,29,True,0.0036778237865194435,0.005754938930574549,1.0,0.0975609756097561,1.0,4,3,24,4,0,281,41,24,281,37,24
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,4,29,True,0.06672252316665166,0.06532788082371843,0.9433962264150944,0.6944444444444444,0.9896907216494846,53,22,24,50,3,291,72,14,288,22,17
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,rnafold,4,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,282,38,23,282,38,23
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,petfold,4,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,281,41,24,281,41,24
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,4,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,291,72,14,291,72,14
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,rnafold,4,53,True,0.0,0.0,,0.0,1.0,0,0,24,0,0,282,38,23,282,38,23
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,petfold,4,53,True,0.0036778237865194435,0.005754938930574549,1.0,0.0975609756097561,1.0,4,3,24,4,0,281,41,24,281,37,24
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,4,53,True,0.07013393326803283,0.06685326415572757,0.9444444444444444,0.7083333333333334,0.9896907216494846,54,22,24,51,3,291,72,14,288,21,17
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,rnafold,4,67,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,282,38,23,282,38,23
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,petfold,4,67,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,281,41,24,281,41,24
V2B_BASE_SOURCE_AWARE_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,4,67,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,291,72,14,291,72,14
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,source,rnafold,0,17,False,0.0,0.0,,0.0,1.0,0,0,25,0,0,309,36,23,309,36,23
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,source,petfold,0,17,False,0.0,0.0,,0.0,1.0,0,0,25,0,0,308,42,24,308,42,24
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,0,17,False,0.0,0.0,,0.0,1.0,0,0,25,0,0,316,71,16,316,71,16
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,source,rnafold,0,29,False,0.0,0.0,,0.0,1.0,0,0,25,0,0,309,36,23,309,36,23
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,source,petfold,0,29,False,0.0,0.0,,0.0,1.0,0,0,25,0,0,308,42,24,308,42,24
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,0,29,False,0.0,0.0,,0.0,1.0,0,0,25,0,0,316,71,16,316,71,16
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,source,rnafold,0,41,True,-0.0006391328194397294,0.0005820234132145607,0.5714285714285714,0.1111111111111111,0.9902912621359223,7,4,25,4,3,309,36,23,306,32,26
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,source,petfold,0,41,True,0.00423079678465506,0.005593326582766789,0.6923076923076923,0.21428571428571427,0.987012987012987,13,7,25,9,4,308,42,24,304,33,28
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,0,41,True,0.057897534914411235,0.06694733676653009,0.9811320754716981,0.7323943661971831,0.9968354430379747,53,20,25,52,1,316,71,16,315,19,17
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,source,rnafold,0,53,False,0.0,0.0,,0.0,1.0,0,0,25,0,0,309,36,23,309,36,23
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,source,petfold,0,53,False,0.0,0.0,,0.0,1.0,0,0,25,0,0,308,42,24,308,42,24
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,0,53,False,0.0,0.0,,0.0,1.0,0,0,25,0,0,316,71,16,316,71,16
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,source,rnafold,0,67,True,0.005472950457807099,0.00907110951424095,0.8181818181818182,0.25,0.9935275080906149,11,6,25,9,2,309,36,23,307,27,25
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,source,petfold,0,67,True,0.007098536663567372,0.010207029369282639,0.8333333333333334,0.23809523809523808,0.9935064935064936,12,7,25,10,2,308,42,24,306,32,26
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,0,67,True,0.06508732264939265,0.07280861973624675,1.0,0.7746478873239436,1.0,55,20,25,55,0,316,71,16,316,16,16
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,source,rnafold,1,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,243,33,27,243,33,27
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,source,petfold,1,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,242,36,28,242,36,28
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,1,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,246,53,24,246,53,24
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,source,rnafold,1,29,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,243,33,27,243,33,27
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,source,petfold,1,29,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,242,36,28,242,36,28
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,1,29,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,246,53,24,246,53,24
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,source,rnafold,1,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,243,33,27,243,33,27
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,source,petfold,1,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,242,36,28,242,36,28
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,1,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,246,53,24,246,53,24
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,source,rnafold,1,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,243,33,27,243,33,27
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,source,petfold,1,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,242,36,28,242,36,28
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,1,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,246,53,24,246,53,24
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,source,rnafold,1,67,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,243,33,27,243,33,27
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,source,petfold,1,67,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,242,36,28,242,36,28
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,1,67,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,246,53,24,246,53,24
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,source,rnafold,2,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,352,98,108,352,98,108
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,source,petfold,2,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,348,103,112,348,103,112
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,2,17,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,345,151,115,345,151,115
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,source,rnafold,2,29,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,352,98,108,352,98,108
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,source,petfold,2,29,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,348,103,112,348,103,112
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,2,29,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,345,151,115,345,151,115
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,source,rnafold,2,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,352,98,108,352,98,108
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,source,petfold,2,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,348,103,112,348,103,112
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,source,trrosettarna2_native_ss,2,41,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,345,151,115,345,151,115
V2B_CROSS_SOURCE_AWARE_SOURCE_CONDITIONAL,source,rnafold,2,53,False,0.0,0.0,,0.0,1.0,0,0,24,0,0,352,98,108,352,98,108
