condition,scope,source_model,fold,seed,deployable,deployment_status,global_or_source_thresholds,macro_delta_f1,micro_delta_f1,modification_precision,delete_recall,correct_pair_preservation,modified_pair_count,modified_rna_count,eligible_rna_count,beneficial_edit_count,harmful_edit_count,original_tp_count,original_fp_count,original_fn_count,tp_after_count,fp_after_count,fn_after_count
V2A_BASE_SOURCE_AGNOSTIC_GLOBAL,pooled,ALL,0,17,True,APPLY_THRESHOLD,"{""petfold"": 0.9, ""rnafold"": 0.9, ""trrosettarna2_native_ss"": 0.9}",0.01681565551852269,0.016107088291881344,0.7631578947368421,0.38926174496644295,0.9807073954983923,76,28,75,58,18,933,149,63,915,91,81
V2A_BASE_SOURCE_AGNOSTIC_GLOBAL,pooled,ALL,0,29,True,APPLY_THRESHOLD,"{""petfold"": 0.9, ""rnafold"": 0.9, ""trrosettarna2_native_ss"": 0.9}",0.017186925690374923,0.014846825508572414,0.7317073170731707,0.40268456375838924,0.9764201500535906,82,29,75,60,22,933,149,63,911,89,85
V2A_BASE_SOURCE_AGNOSTIC_GLOBAL,pooled,ALL,0,41,True,APPLY_THRESHOLD,"{""petfold"": 0.9, ""rnafold"": 0.9, ""trrosettarna2_native_ss"": 0.9}",0.01593609634028906,0.01267236047552811,0.6804123711340206,0.4429530201342282,0.9667738478027867,97,31,75,66,31,933,149,63,902,83,94
V2A_BASE_SOURCE_AGNOSTIC_GLOBAL,pooled,ALL,0,53,True,APPLY_THRESHOLD,"{""petfold"": 0.9, ""rnafold"": 0.9, ""trrosettarna2_native_ss"": 0.9}",0.01333469359866912,0.011568912899434625,0.6818181818181818,0.40268456375838924,0.969989281886388,88,30,75,60,28,933,149,63,905,89,91
V2A_BASE_SOURCE_AGNOSTIC_GLOBAL,pooled,ALL,0,67,True,APPLY_THRESHOLD,"{""petfold"": 0.9, ""rnafold"": 0.9, ""trrosettarna2_native_ss"": 0.9}",0.01495564932020601,0.013489987083230792,0.7,0.4228187919463087,0.9710610932475884,90,30,75,63,27,933,149,63,906,86,90
V2A_BASE_SOURCE_AGNOSTIC_GLOBAL,pooled,ALL,1,17,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,731,122,79,731,122,79
V2A_BASE_SOURCE_AGNOSTIC_GLOBAL,pooled,ALL,1,29,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,731,122,79,731,122,79
V2A_BASE_SOURCE_AGNOSTIC_GLOBAL,pooled,ALL,1,41,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,731,122,79,731,122,79
V2A_BASE_SOURCE_AGNOSTIC_GLOBAL,pooled,ALL,1,53,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,731,122,79,731,122,79
V2A_BASE_SOURCE_AGNOSTIC_GLOBAL,pooled,ALL,1,67,False,ABSTAIN_NO_REFINEMENT,"{""petfold"": null, ""rnafold"": null, ""trrosettarna2_native_ss"": null}",0.0,0.0,,0.0,1.0,0,0,72,0,0,731,122,79,731,122,79
V2A_BASE_SOURCE_AGNOSTIC_GLOBAL,pooled,ALL,2,17,True,APPLY_THRESHOLD,"{""petfold"": 0.95, ""rnafold"": 0.95, ""trrosettarna2_native_ss"": 0.95}",0.018610471379540732,0.02563194681958647,0.8513513513513513,0.35795454545454547,0.9789473684210527,148,28,72,126,22,1045,352,335,1023,226,357
V2A_BASE_SOURCE_AGNOSTIC_GLOBAL,pooled,ALL,2,29,True,APPLY_THRESHOLD,"{""petfold"": 0.95, ""rnafold"": 0.95, ""trrosettarna2_native_ss"": 0.95}",0.020797734162694186,0.02933845367487875,0.9,0.35795454545454547,0.9866028708133971,140,31,72,126,14,1045,352,335,1031,226,349
V2A_BASE_SOURCE_AGNOSTIC_GLOBAL,pooled,ALL,2,41,True,APPLY_THRESHOLD,"{""petfold"": 0.95, ""rnafold"": 0.95, ""trrosettarna2_native_ss"": 0.95}",0.02075044540094824,0.029068658308295747,0.8662420382165605,0.38636363636363635,0.9799043062200957,157,32,72,136,21,1045,352,335,1024,216,356
V2A_BASE_SOURCE_AGNOSTIC_GLOBAL,pooled,ALL,2,53,True,APPLY_THRESHOLD,"{""petfold"": 0.95, ""rnafold"": 0.95, ""trrosettarna2_native_ss"": 0.95}",0.018979546045367224,0.029235188141009005,0.8709677419354839,0.3835227272727273,0.9808612440191388,155,32,72,135,20,1045,352,335,1025,217,355
V2A_BASE_SOURCE_AGNOSTIC_GLOBAL,pooled,ALL,2,67,True,APPLY_THRESHOLD,"{""petfold"": 0.95, ""rnafold"": 0.95, ""trrosettarna2_native_ss"": 0.95}",0.019161796917306365,0.029367123138121287,0.8670886075949367,0.38920454545454547,0.9799043062200957,158,34,72,137,21,1045,352,335,1024,215,356
V2A_BASE_SOURCE_AGNOSTIC_GLOBAL,pooled,ALL,3,17,True,APPLY_THRESHOLD,"{""petfold"": 0.9, ""rnafold"": 0.9, ""trrosettarna2_native_ss"": 0.9}",0.01670136441388999,0.030034141788840674,0.8987341772151899,0.5966386554621849,0.9904076738609112,79,24,72,71,8,834,119,93,826,48,101
V2A_BASE_SOURCE_AGNOSTIC_GLOBAL,pooled,ALL,3,29,True,APPLY_THRESHOLD,"{""petfold"": 0.9, ""rnafold"": 0.9, ""trrosettarna2_native_ss"": 0.9}",0.014602598981791226,0.02762405427485526,0.8554216867469879,0.5966386554621849,0.9856115107913669,83,26,72,71,12,834,119,93,822,48,105
V2A_BASE_SOURCE_AGNOSTIC_GLOBAL,pooled,ALL,3,41,True,APPLY_THRESHOLD,"{""petfold"": 0.9, ""rnafold"": 0.9, ""trrosettarna2_native_ss"": 0.9}",0.016145808858334436,0.029432624113475137,0.8875,0.5966386554621849,0.9892086330935251,80,24,72,71,9,834,119,93,825,48,102
V2A_BASE_SOURCE_AGNOSTIC_GLOBAL,pooled,ALL,3,53,True,APPLY_THRESHOLD,"{""petfold"": 0.9, ""rnafold"": 0.9, ""trrosettarna2_native_ss"": 0.9}",0.015381552538522561,0.028737020329390628,0.8674698795180723,0.6050420168067226,0.986810551558753,83,26,72,72,11,834,119,93,823,47,104
V2A_BASE_SOURCE_AGNOSTIC_GLOBAL,pooled,ALL,3,67,True,APPLY_THRESHOLD,"{""petfold"": 0.9, ""rnafold"": 0.9, ""trrosettarna2_native_ss"": 0.9}",0.01501118216815219,0.028321513002364074,0.875,0.5882352941176471,0.988009592326139,80,26,72,70,10,834,119,93,824,49,103
V2A_BASE_SOURCE_AGNOSTIC_GLOBAL,pooled,ALL,4,17,True,APPLY_THRESHOLD,"{""petfold"": 0.95, ""rnafold"": 0.95, ""trrosettarna2_native_ss"": 0.95}",0.02280597183597385,0.02320425361155698,0.9803921568627451,0.33112582781456956,0.9988290398126464,51,26,72,50,1,854,151,61,853,101,62
V2A_BASE_SOURCE_AGNOSTIC_GLOBAL,pooled,ALL,4,29,True,APPLY_THRESHOLD,"{""petfold"": 0.95, ""rnafold"": 0.95, ""trrosettarna2_native_ss"": 0.95}",0.02336539327120178,0.02271613190730848,0.98,0.32450331125827814,0.9988290398126464,50,23,72,49,1,854,151,61,853,102,62
V2A_BASE_SOURCE_AGNOSTIC_GLOBAL,pooled,ALL,4,41,True,APPLY_THRESHOLD,"{""petfold"": 0.95, ""rnafold"": 0.95, ""trrosettarna2_native_ss"": 0.95}",0.02215619925637671,0.02271613190730848,0.98,0.32450331125827814,0.9988290398126464,50,26,72,49,1,854,151,61,853,102,62
