condition,evidence_channel,density_percent,source_model,actual_evidence_item_count_mean,actual_evidence_item_count_std,actual_evidence_item_count_min,actual_evidence_item_count_max,macro_precision_mean,macro_precision_std,macro_precision_min,macro_precision_max,macro_recall_mean,macro_recall_std,macro_recall_min,macro_recall_max,macro_f1_mean,macro_f1_std,macro_f1_min,macro_f1_max,micro_precision_mean,micro_precision_std,micro_precision_min,micro_precision_max,micro_recall_mean,micro_recall_std,micro_recall_min,micro_recall_max,micro_f1_mean,micro_f1_std,micro_f1_min,micro_f1_max,macro_delta_precision_mean,macro_delta_precision_std,macro_delta_precision_min,macro_delta_precision_max,macro_delta_recall_mean,macro_delta_recall_std,macro_delta_recall_min,macro_delta_recall_max,macro_delta_f1_mean,macro_delta_f1_std,macro_delta_f1_min,macro_delta_f1_max,micro_delta_precision_mean,micro_delta_precision_std,micro_delta_precision_min,micro_delta_precision_max,micro_delta_recall_mean,micro_delta_recall_std,micro_delta_recall_min,micro_delta_recall_max,micro_delta_f1_mean,micro_delta_f1_std,micro_delta_f1_min,micro_delta_f1_max,beneficial_edits_mean,beneficial_edits_std,beneficial_edits_min,beneficial_edits_max,harmful_edits_mean,harmful_edits_std,harmful_edits_min,harmful_edits_max,modified_pair_count_mean,modified_pair_count_std,modified_pair_count_min,modified_pair_count_max,modification_precision_mean,modification_precision_std,modification_precision_min,modification_precision_max,correct_pair_preservation_mean,correct_pair_preservation_std,correct_pair_preservation_min,correct_pair_preservation_max,modified_rna_fraction_mean,modified_rna_fraction_std,modified_rna_fraction_min,modified_rna_fraction_max,evidence_compliance_before_mean,evidence_compliance_before_std,evidence_compliance_before_min,evidence_compliance_before_max,evidence_compliance_after_mean,evidence_compliance_after_std,evidence_compliance_after_min,evidence_compliance_after_max,direct_recovery_count_mean,direct_recovery_count_std,direct_recovery_count_min,direct_recovery_count_max,directly_inserted_pair_count_mean,directly_inserted_pair_count_std,directly_inserted_pair_count_min,directly_inserted_pair_count_max,local_conflicting_pairs_before_mean,local_conflicting_pairs_before_std,local_conflicting_pairs_before_min,local_conflicting_pairs_before_max,local_conflicting_pairs_removed_mean,local_conflicting_pairs_removed_std,local_conflicting_pairs_removed_min,local_conflicting_pairs_removed_max,local_conflict_correction_rate_mean,local_conflict_correction_rate_std,local_conflict_correction_rate_min,local_conflict_correction_rate_max,non_evidenced_changed_pair_count_mean,non_evidenced_changed_pair_count_std,non_evidenced_changed_pair_count_min,non_evidenced_changed_pair_count_max
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,1,trrosettarna2_native_ss,121.0,0.0,121.0,121.0,0.7969040607641154,0.0012731243680182852,0.7952193180794408,0.7985100423083801,0.9178083884583954,0.0010864579584678358,0.9162129227595165,0.9191177830507404,0.8489131453501312,0.0011617593585377193,0.8472697708615433,0.8502493869940662,0.7800998000061883,0.0009021801462587205,0.778897136797455,0.7814323607427056,0.8775656324582339,0.0009546539379475194,0.8764916467780429,0.8788782816229117,0.8259673507731853,0.0009227792439212517,0.8248175182481752,0.827295703454086,0.006340405080705022,0.0012731243680182888,0.004655662396030416,0.00794638662496975,0.005723477843267688,0.0010864579584678332,0.00412801214438869,0.007032872435612618,0.0060417811368361956,0.001161759358537722,0.00439840664824839,0.007378022780771212,0.008308991765300778,0.0009021801462587205,0.007106328556567454,0.009641552501818085,0.005847255369928428,0.0009546539379475194,0.004773269689737458,0.007159904534606243,0.0072506233985705215,0.0009227792439212517,0.006100790873560413,0.008578976079471223,27.2,3.3105890714493698,23.0,32.0,0.0,0.0,0.0,0.0,27.2,3.3105890714493698,23.0,32.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.08099173553719008,0.013223140495867768,0.06611570247933884,0.09917355371900827,0.9190082644628099,0.013223140495867772,0.9008264462809917,0.9338842975206612,1.0,0.0,1.0,1.0,9.8,1.6,8.0,12.0,9.8,1.6,8.0,12.0,17.4,1.7435595774162693,15.0,20.0,17.4,1.7435595774162693,15.0,20.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,5,petfold,130.0,0.0,130.0,130.0,0.9006001508569774,0.00175287463478045,0.8994200279817772,0.9040909283773715,0.9162072710000064,0.0021149185010950846,0.9143780079900191,0.9202065565102839,0.9041956278866593,0.0021557027796181016,0.9025056391211106,0.9083797459928113,0.8649092414118693,0.0017147719027758516,0.8634232121922626,0.8681898066783831,0.8809069212410501,0.0018716452435988127,0.8788782816229117,0.8842482100238663,0.8728346348261633,0.001756304692964813,0.8710821998817267,0.8761454330475908,0.00534454850392718,0.0017528746347804751,0.004164425628726878,0.008835326024321242,0.008428511108062338,0.002114918501095087,0.006599248098074973,0.01242779661833981,0.007346406638085554,0.002155702779618076,0.005656417872536822,0.011530524744237497,0.006341166294498412,0.0017147719027758516,0.004855137074891713,0.009621731561012203,0.00799522673031019,0.0018716452435988127,0.005966587112171795,0.011336515513126422,0.007154161453382146,0.001756304692964813,0.005401726508945659,0.01046495967480976,23.8,5.912698199637793,18.0,35.0,0.0,0.0,0.0,0.0,23.8,5.912698199637793,18.0,35.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.09917355371900827,0.022783551656347475,0.0743801652892562,0.14049586776859505,0.8969230769230769,0.024129826371320204,0.8538461538461538,0.9230769230769231,1.0,0.0,1.0,1.0,13.4,3.1368774282716245,10.0,19.0,13.4,3.1368774282716245,10.0,19.0,10.4,2.939387691339814,8.0,16.0,10.4,2.939387691339814,8.0,16.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,5,rnafold,130.0,0.0,130.0,130.0,0.9119912378004441,0.001689866284241275,0.9108245553668235,0.9153420618335631,0.9220904208965125,0.0020548318285525695,0.920466278752803,0.92602053774258,0.9129487639791481,0.002124358350647486,0.911348291977418,0.9170922890279282,0.8760012135417726,0.0016546000656958557,0.8738951090159104,0.8787522071806946,0.886873508353222,0.0021212874504333377,0.8848448687350835,0.8908114558472554,0.881403699346922,0.0018663842905870082,0.8793359027571894,0.8847407407407407,0.005053821638625031,0.0016898662842412214,0.0038871392050043893,0.0084046456717439,0.008223390241784447,0.002054831828552551,0.006599248098074973,0.012153507087851933,0.0071311520711919985,0.0021243583506474844,0.005530680069461812,0.01127467711997204,0.005948053470892578,0.0016546000656958557,0.0038419489450303157,0.008699047109814506,0.007995226730310256,0.0021212874504333377,0.005966587112171795,0.011933174224343701,0.006960244315755548,0.0018663842905870082,0.00489244772602293,0.010297285709574222,23.0,6.196773353931867,16.0,34.0,0.0,0.0,0.0,0.0,23.0,6.196773353931867,16.0,34.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.09917355371900827,0.026134526117094044,0.0743801652892562,0.1487603305785124,0.8969230769230769,0.027348290514817204,0.8461538461538461,0.9230769230769231,1.0,0.0,1.0,1.0,13.4,3.5552777669262356,10.0,20.0,13.4,3.5552777669262356,10.0,20.0,9.6,2.727636339397171,6.0,14.0,9.6,2.727636339397171,6.0,14.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,5,trrosettarna2_native_ss,130.0,0.0,130.0,130.0,0.7957685732689797,0.0006508069576245377,0.7950712475783601,0.7965512610937188,0.9175690824210223,0.0006559084030814144,0.9164828680924791,0.9185268324295439,0.8483156893764405,0.0006189108319235226,0.8473545529297964,0.8491447281482141,0.7800954386283285,0.0011036094919835465,0.7787188988883007,0.7818951826363155,0.8792362768496421,0.0012285954822179874,0.8776849642004774,0.8812649164677804,0.8267040824134897,0.0011379710095270185,0.8252454417952314,0.8286115007012623,0.005204917585569203,0.0006508069576245338,0.004507591894949779,0.005987605410308376,0.005484171805894521,0.000655908403081421,0.004397957477351398,0.00644192181441619,0.005444325163145559,0.000618910831923529,0.004483188716501533,0.006273363934919203,0.008304630387440958,0.0011036094919835465,0.0069280906474131765,0.010104374395427995,0.007517899761336544,0.0012285954822179874,0.005966587112171906,0.009546539379474916,0.007987355038874955,0.0011379710095270185,0.006528714420616644,0.009894773326647566,29.2,4.069397989875161,24.0,36.0,0.0,0.0,0.0,0.0,29.2,4.069397989875161,24.0,36.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0859504132231405,0.008428131427426091,0.0743801652892562,0.09917355371900827,0.9030769230769231,0.015839430986133857,0.8769230769230769,0.9230769230769231,1.0,0.0,1.0,1.0,12.6,2.0591260281974,10.0,16.0,12.6,2.0591260281974,10.0,16.0,16.6,2.1540659228538015,14.0,20.0,16.6,2.1540659228538015,14.0,20.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,10,petfold,180.0,0.0,180.0,180.0,0.9017129470312286,0.0009622633066930372,0.9008848448380731,0.9035914460037378,0.9179626706694037,0.0017064830297162667,0.916339625122539,0.9208719575174755,0.9056397875113822,0.0013556848791441772,0.9044560753238042,0.9080663939456516,0.8685154255206962,0.0013091056600532,0.867251461988304,0.8708357685563998,0.8852028639618139,0.002344496742767108,0.8818615751789977,0.8890214797136038,0.8767792876084304,0.0017740517736213254,0.8745562130177514,0.8798346619427222,0.00645734467817826,0.0009622633066930042,0.005629242485022858,0.008335843650687427,0.01018391077745959,0.001706483029716271,0.008560865230594884,0.013093197625531431,0.00879056626280833,0.001355684879144146,0.007606854075230487,0.011217172697077721,0.009947350403325372,0.0013091056600532,0.008683386870933174,0.012267693439028893,0.012291169451073936,0.002344496742767108,0.008949880668257748,0.01610978520286388,0.011098814235649335,0.0017740517736213254,0.008875739644970349,0.014154188569941106,37.0,5.761944116355173,30.0,47.0,0.0,0.0,0.0,0.0,37.0,5.761944116355173,30.0,47.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.12396694214876033,0.018106530826617062,0.09917355371900827,0.1487603305785124,0.8855555555555557,0.021829869671542778,0.85,0.9166666666666666,1.0,0.0,1.0,1.0,20.6,3.9293765408777,15.0,27.0,20.6,3.9293765408777,15.0,27.0,16.4,2.0591260281974,14.0,20.0,16.4,2.0591260281974,14.0,20.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,10,rnafold,180.0,0.0,180.0,180.0,0.9128579827521094,0.0011944877664129534,0.9113511069187515,0.9149783017727727,0.9235351227831654,0.0016247989816159387,0.92184683529985,0.9263699095081225,0.9141072594904708,0.0013018952069625063,0.9129916202118298,0.9166097729519795,0.8793580572104871,0.0012922596205168712,0.8780918727915195,0.8817647058823529,0.8906921241050119,0.002180867169749037,0.8878281622911695,0.8943914081145584,0.8849884775890968,0.00170173983416583,0.8830860534124629,0.8880331753554502,0.005920566590290218,0.0011944877664129714,0.004413690756932366,0.008040885610953612,0.009668092128437247,0.0016247989816159409,0.007979804645122006,0.012502878853394477,0.008289647582514562,0.0013018952069624758,0.007174008303873553,0.010792161044023297,0.009304897139606938,0.0012922596205168712,0.008038712720639385,0.011711545811472823,0.011813842482100222,0.002180867169749037,0.008949880668257748,0.015513126491646712,0.01054502255793035,0.00170173983416583,0.00864259838129644,0.013589720324283738,35.0,5.549774770204643,29.0,45.0,0.0,0.0,0.0,0.0,35.0,5.549774770204643,29.0,45.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.11735537190082646,0.016856262854852182,0.09917355371900827,0.14049586776859505,0.89,0.02030629653610786,0.8555555555555555,0.9166666666666666,1.0,0.0,1.0,1.0,19.8,3.655133376499413,15.0,26.0,19.8,3.655133376499413,15.0,26.0,15.2,2.039607805437114,13.0,19.0,15.2,2.039607805437114,13.0,19.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,10,trrosettarna2_native_ss,180.0,0.0,180.0,180.0,0.7992631404831181,0.0007213271851684789,0.7984528117930899,0.8003299229472424,0.9207826384152685,0.0005318464966154525,0.9200785370967488,0.9215803705622441,0.8517371728815017,0.0006631311415936733,0.850975254318675,0.8528030927804537,0.7865249906969,0.0004609686738363884,0.7859798194370685,0.7873806998939554,0.8846062052505967,0.0012852421974067945,0.883054892601432,0.886038186157518,0.8326870737393879,0.000775419072081373,0.8316942961506041,0.8338012352610893,0.008699484799707679,0.0007213271851685219,0.007889156109679453,0.009766267263832042,0.00869772780014092,0.0005318464966154768,0.007993626481621045,0.009495459947116387,0.008865808668206921,0.0006631311415936813,0.008103890105380086,0.00993172856715882,0.014734182456012435,0.0004609686738363884,0.01418901119618099,0.0155898916530679,0.012887828162291193,0.0012852421974067945,0.011336515513126533,0.014319809069212486,0.013970346364773035,0.000775419072081373,0.012977568775989323,0.01508450788647453,51.2,2.4819347291981715,48.0,55.0,0.0,0.0,0.0,0.0,51.2,2.4819347291981715,48.0,55.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.11074380165289258,0.006611570247933884,0.09917355371900827,0.11570247933884298,0.8800000000000001,0.011967032904743352,0.8666666666666667,0.8944444444444445,1.0,0.0,1.0,1.0,21.6,2.1540659228538015,19.0,24.0,21.6,2.1540659228538015,19.0,24.0,29.6,0.8,29.0,31.0,29.6,0.8,29.0,31.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,20,petfold,338.0,0.0,338.0,338.0,0.9090438891201915,0.0018004672331427237,0.9071092079857656,0.9117201909999995,0.9268176875969545,0.0014702828989374196,0.9251425427156392,0.9291721126479494,0.9142357120659433,0.0014724854798566819,0.9128134219474725,0.9165169513465391,0.8819415036529936,0.003274161174360121,0.8776223776223776,0.8877790834312573,0.8994033412887827,0.0013394954845252942,0.8979713603818615,0.9015513126491647,0.8905851460012595,0.002209213389822062,0.8879716981132075,0.8946121965660154,0.013788286767141212,0.0018004672331427471,0.011853605632715224,0.01646458864694919,0.019038927705010256,0.0014702828989374115,0.017363782823695016,0.021393352756005204,0.017386490817369447,0.001472485479856645,0.015964200698898725,0.019667730097965217,0.023373428535622676,0.003274161174360121,0.019054302505006726,0.029211008313886455,0.026491646778042877,0.0013394954845252942,0.025059665871121628,0.02863961813842475,0.024904672628478463,0.002209213389822062,0.02229122474042644,0.028931723193234338,83.6,7.914543574963751,74.0,98.0,0.0,0.0,0.0,0.0,83.6,7.914543574963751,74.0,98.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.17355371900826447,0.01382909134767067,0.15702479338842976,0.19834710743801653,0.8686390532544379,0.006641995361137173,0.8579881656804734,0.8757396449704142,1.0,0.0,1.0,1.0,44.4,2.244994432064365,42.0,48.0,44.4,2.244994432064365,42.0,48.0,39.2,6.11228271597445,31.0,50.0,39.2,6.11228271597445,31.0,50.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,20,rnafold,338.0,0.0,338.0,338.0,0.9199178570878128,0.0015613871890492884,0.9172544513362996,0.9219464126857343,0.9317456995580716,0.0015725298527557725,0.9297533027132845,0.9343531353492671,0.9222551080794297,0.0014017412561742318,0.9199335296898181,0.9239513176793321,0.8926938069258428,0.003226280437989103,0.8901292596944771,0.8987566607460036,0.9042959427207637,0.0010403100103915752,0.902744630071599,0.905727923627685,0.8984554359269307,0.0020104091966164674,0.8965925925925926,0.9022288261515602,0.012980440925993689,0.0015613871890492763,0.010317035174480462,0.01500899652391515,0.017878668903343713,0.0015725298527557794,0.015886272058556476,0.020486104694539146,0.016437496171473547,0.0014017412561742582,0.014115917781861931,0.018133705771376078,0.02264064685496281,0.003226280437989103,0.02007609962359702,0.028703500675123506,0.02541766109785202,0.0010403100103915752,0.02386634844868729,0.026849642004773244,0.024011980895764107,0.0020104091966164674,0.022149137561426113,0.027785371120393698,80.4,7.227724399837061,74.0,94.0,0.0,0.0,0.0,0.0,80.4,7.227724399837061,74.0,94.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.15867768595041323,0.01602538795840109,0.1487603305785124,0.19008264462809918,0.8739644970414201,0.005158460288213808,0.8668639053254438,0.8816568047337278,1.0,0.0,1.0,1.0,42.6,1.7435595774162693,40.0,45.0,42.6,1.7435595774162693,40.0,45.0,37.8,5.979966555090421,33.0,49.0,37.8,5.979966555090421,33.0,49.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,20,trrosettarna2_native_ss,338.0,0.0,338.0,338.0,0.808024421655315,0.001237213678227318,0.8056889069568155,0.8092263709046332,0.9290358801707447,0.0012517712539156583,0.9277029247426994,0.9311765248616517,0.8603317792367993,0.0011770156987882421,0.8585629180766968,0.8620459074231076,0.7994086897411832,0.0023555484884141627,0.794912559618442,0.8018114011720832,0.8968973747016706,0.0015740937897699976,0.8949880668257757,0.8985680190930787,0.8453505540702345,0.0018456224651639248,0.8419870895312939,0.8471714044469463,0.01746076597190445,0.0012372136782273005,0.01512525127340508,0.018662715221222783,0.016950969555616972,0.0012517712539156962,0.015618014127571639,0.019091614246524054,0.01746041502350424,0.001177015698788229,0.015691553863402,0.019174543209812694,0.02761788150029565,0.0023555484884141627,0.023121751377554456,0.030020592931195633,0.025178997613365173,0.0015740937897699976,0.023269689737470234,0.026849642004773244,0.026633826695619735,0.0018456224651639248,0.023270362156679103,0.028454677072331513,97.0,6.985699678629192,84.0,104.0,0.0,0.0,0.0,0.0,97.0,6.985699678629192,84.0,104.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.13884297520661157,0.01096404889373686,0.12396694214876033,0.15702479338842976,0.8751479289940829,0.007805269797794613,0.8668639053254438,0.8846153846153846,1.0,0.0,1.0,1.0,42.2,2.6381811916545836,39.0,45.0,42.2,2.6381811916545836,39.0,45.0,54.8,5.1536394906900505,45.0,60.0,54.8,5.1536394906900505,45.0,60.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,50,petfold,875.0,0.0,875.0,875.0,0.9288461303405562,0.0015817455951240436,0.9265195917972064,0.9313832473276631,0.9583938543933694,0.0021514622288833912,0.9554937186162838,0.9614638091027674,0.9407401684568611,0.0014564968572524431,0.939272889202121,0.9424884076476953,0.9105532910972729,0.004130151248339362,0.9040781160252729,0.9153623188405797,0.9400954653937947,0.0019462418174582558,0.9367541766109785,0.9421241050119332,0.9250860779188897,0.002905526172598742,0.9212759730757974,0.9285504263451926,0.033590527987505996,0.0015817455951240564,0.031263989444156134,0.036127644974612835,0.050615094501425206,0.002151462228883378,0.047714958724339715,0.05368504921082323,0.04389094720828734,0.0014564968572524108,0.04242366795354723,0.0456391863991214,0.05198521597990193,0.004130151248339362,0.045510040907902005,0.05679424372320885,0.06718377088305483,0.0019462418174582558,0.06384248210023857,0.06921241050119331,0.05940560454610864,0.002905526172598742,0.05559549970301636,0.06286995297241149,198.8,10.244998779892558,185.0,211.0,0.0,0.0,0.0,0.0,198.8,10.244998779892558,185.0,211.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.2809917355371901,0.013829091347670677,0.2644628099173554,0.2975206611570248,0.8713142857142857,0.003727887184068579,0.8674285714285714,0.8777142857142857,1.0,0.0,1.0,1.0,112.6,3.2619012860600183,107.0,116.0,112.6,3.2619012860600183,107.0,116.0,86.2,7.626270385975047,74.0,95.0,86.2,7.626270385975047,74.0,95.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,50,rnafold,875.0,0.0,875.0,875.0,0.938634823524402,0.0017029414173013078,0.9360568085179809,0.9408550630951401,0.9615611186371614,0.0019873545237048098,0.9583962053295616,0.9637518284563805,0.9474299129425159,0.0015287457796459153,0.945406626077887,0.9497819146567116,0.9207945192153009,0.004699245865584459,0.9142526071842411,0.9264018691588785,0.9431980906921241,0.0029569240318291033,0.9385441527446301,0.9463007159904535,0.9318595479067311,0.003700550890883046,0.927689594356261,0.9362455726092089,0.03169740736258276,0.0017029414173013058,0.029119392356161757,0.03391764693332094,0.04769408798243344,0.0019873545237047876,0.04452917467483362,0.04988479780165251,0.041612301034559714,0.001528745779645929,0.03958901416993076,0.04396430274875541,0.050741359144420836,0.004699245865584459,0.04419944711336099,0.05634870908799838,0.06431980906921242,0.0029569240318291033,0.059665871121718395,0.0674224343675418,0.057416092875564595,0.003700550890883046,0.05324613932509448,0.06180211757804244,191.8,12.796874618437112,177.0,207.0,0.0,0.0,0.0,0.0,191.8,12.796874618437112,177.0,207.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.2545454545454545,0.016856262854852175,0.2231404958677686,0.2727272727272727,0.8768,0.005663776774109173,0.8708571428571429,0.8857142857142857,1.0,0.0,1.0,1.0,107.8,4.955804677345546,100.0,113.0,107.8,4.955804677345546,100.0,113.0,84.0,8.414273587185052,72.0,94.0,84.0,8.414273587185052,72.0,94.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
PAIR_HARD_ENFORCE,POSITIVE_PAIR_EVIDENCE,50,trrosettarna2_native_ss,875.0,0.0,875.0,875.0,0.8428157038666442,0.0010489999436326528,0.841893677781145,0.8447491438429179,0.9592575654344007,0.0013222732258980645,0.9574201919340788,0.9612196150524708,0.8925045571439775,0.001202446676175844,0.8910239426151391,0.8944909836048442,0.8359351558737382,0.0016245333784255425,0.8341307814992025,0.8379383634431455,0.938782816229117,0.00283899218457527,0.9361575178997613,0.9433174224343676,0.8843785119598232,0.0021425231083858566,0.8822041045825133,0.8874543923659837,0.05225204818323363,0.0010489999436326454,0.051330022097734476,0.054185488159507404,0.04717265481927295,0.0013222732258980332,0.045335281318951134,0.04913470443734303,0.04963319293068265,0.0012024466761758712,0.04815257840184416,0.05161961939154942,0.06414434763285073,0.0016245333784255425,0.062339973258314973,0.06614755520225801,0.06706443914081146,0.00283899218457527,0.06443914081145585,0.0715990453460621,0.06566178458520851,0.0021425231083858566,0.06348737720789854,0.06873766499136891,235.6,7.391887445030531,228.0,246.0,0.0,0.0,0.0,0.0,235.6,7.391887445030531,228.0,246.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.1950413223140496,0.008428131427426091,0.18181818181818182,0.2066115702479339,0.8715428571428572,0.005437886744397854,0.8628571428571429,0.8765714285714286,1.0,0.0,1.0,1.0,112.4,4.758150901348127,108.0,120.0,112.4,4.758150901348127,108.0,120.0,123.2,2.7856776554368237,120.0,127.0,123.2,2.7856776554368237,120.0,127.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,0,petfold,0.0,0.0,0.0,0.0,0.8952556023530504,0.0,0.8952556023530504,0.8952556023530504,0.9077787598919441,0.0,0.9077787598919441,0.9077787598919441,0.8968492212485739,0.0,0.8968492212485739,0.8968492212485739,0.8585680751173708,0.0,0.8585680751173709,0.8585680751173709,0.87291169451074,0.0,0.8729116945107399,0.8729116945107399,0.865680473372781,0.0,0.8656804733727811,0.8656804733727811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,0,rnafold,0.0,0.0,0.0,0.0,0.9069374161618192,0.0,0.9069374161618192,0.9069374161618192,0.9138670306547281,0.0,0.9138670306547281,0.9138670306547281,0.905817611907956,0.0,0.9058176119079561,0.9058176119079561,0.87005316007088,0.0,0.8700531600708801,0.8700531600708801,0.8788782816229117,0.0,0.8788782816229117,0.8788782816229117,0.8744434550311665,0.0,0.8744434550311665,0.8744434550311665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,0,trrosettarna2_native_ss,0.0,0.0,0.0,0.0,0.7905636556834104,0.0,0.7905636556834104,0.7905636556834104,0.9120849106151278,0.0,0.9120849106151278,0.9120849106151278,0.842871364213295,0.0,0.8428713642132949,0.8428713642132949,0.7717908082408875,0.0,0.7717908082408875,0.7717908082408875,0.8717183770883054,0.0,0.8717183770883055,0.8717183770883055,0.8187167273746148,0.0,0.8187167273746148,0.8187167273746148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0
PAIR_PROTECT_ONLY,POSITIVE_PAIR_EVIDENCE,1,petfold,121.0,0.0,121.0,121.0,0.8977862597157497,0.0003972636025811255,0.8972518782727712,0.8984430612223273,0.9077787598919441,0.0,0.9077787598919441,0.9077787598919441,0.8979354117249791,0.0002616054545684327,0.89759114495439,0.8983678146430639,0.862110442770296,0.0008494381086920774,0.8605882352941177,0.8631268436578171,0.87291169451074,0.0,0.8729116945107399,0.8729116945107399,0.8674772368328865,0.0004301851313899409,0.8667061611374408,0.8679916938593889,0.0025306573626994898,0.000397263602581133,0.0019962759197208954,0.0031874588692770516,0.0,0.0,0.0,0.0,0.0010861904764052945,0.0002616054545684322,0.0007419237058161499,0.001518593394490095,0.003542367652925105,0.0008494381086920774,0.002020160176746777,0.004558768540446234,0.0,0.0,0.0,0.0,0.0017967634601054883,0.0004301851313899409,0.0010256877646597218,0.0023112204866078123,7.0,1.6733200530681511,4.0,9.0,0.0,0.0,0.0,0.0,7.0,1.6733200530681511,4.0,9.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.04462809917355372,0.011210462782025237,0.024793388429752067,0.05785123966942149,0.9206611570247933,0.009917355371900844,0.9090909090909091,0.9338842975206612,0.9206611570247933,0.009917355371900844,0.9090909090909091,0.9338842975206612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.6733200530681511,4.0,9.0,7.0,1.6733200530681511,4.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
