variant,fold,seed,mode,delete_precision,delete_recall,delete_f1,auroc,auprc,tp,fp,fn
MODEL_SPECIFIC_TRROSETTARNA2,2,41,LEARNED_UNGATED,0.8376623376623377,0.8543046357615894,0.8459016393442623,0.9526442076974758,0.9349112620698437,129,25,22
MODEL_SPECIFIC_TRROSETTARNA2,2,53,LEARNED_UNGATED,0.8132530120481928,0.8940397350993378,0.8517350157728707,0.9510701602840964,0.9252242460940092,135,31,16
MODEL_SPECIFIC_TRROSETTARNA2,2,67,LEARNED_UNGATED,0.7962962962962963,0.8543046357615894,0.8242811501597445,0.9421633554083885,0.9234046490492953,129,33,22
MODEL_SPECIFIC_TRROSETTARNA2,3,17,LEARNED_UNGATED,0.8690476190476191,0.8588235294117647,0.863905325443787,0.9624245135316484,0.9223270763343704,73,11,12
MODEL_SPECIFIC_TRROSETTARNA2,3,17,LEARNED_SELECTIVE,0.953125,0.7176470588235294,0.8187919463087249,0.9624245135316484,0.9223270763343704,61,3,24
MODEL_SPECIFIC_TRROSETTARNA2,3,29,LEARNED_UNGATED,0.8888888888888888,0.8470588235294118,0.8674698795180723,0.9561171997316037,0.9251802048044621,72,9,13
MODEL_SPECIFIC_TRROSETTARNA2,3,29,LEARNED_SELECTIVE,0.9552238805970149,0.7529411764705882,0.8421052631578947,0.9561171997316037,0.9251802048044621,64,3,21
MODEL_SPECIFIC_TRROSETTARNA2,3,41,LEARNED_UNGATED,0.8674698795180723,0.8470588235294118,0.8571428571428571,0.9510624021471706,0.919360718165474,72,11,13
MODEL_SPECIFIC_TRROSETTARNA2,3,53,LEARNED_UNGATED,0.8470588235294118,0.8470588235294118,0.8470588235294118,0.9621113844777455,0.9227613252383162,72,13,13
MODEL_SPECIFIC_TRROSETTARNA2,3,53,LEARNED_SELECTIVE,0.9491525423728814,0.6588235294117647,0.7777777777777778,0.9621113844777455,0.9227613252383162,56,3,29
MODEL_SPECIFIC_TRROSETTARNA2,3,67,LEARNED_UNGATED,0.9012345679012346,0.8588235294117647,0.8795180722891566,0.9498993513755312,0.9207287459663563,73,8,12
MODEL_SPECIFIC_TRROSETTARNA2,4,17,LEARNED_UNGATED,0.7945205479452054,0.8055555555555556,0.8,0.936426116838488,0.8891689828935964,58,15,14
MODEL_SPECIFIC_TRROSETTARNA2,4,17,LEARNED_SELECTIVE,0.9464285714285714,0.7361111111111112,0.828125,0.936426116838488,0.8891689828935964,53,3,19
MODEL_SPECIFIC_TRROSETTARNA2,4,29,LEARNED_UNGATED,0.76,0.7916666666666666,0.7755102040816326,0.931032836960672,0.8886320953957366,57,18,15
MODEL_SPECIFIC_TRROSETTARNA2,4,29,LEARNED_SELECTIVE,0.9464285714285714,0.7361111111111112,0.828125,0.931032836960672,0.8886320953957366,53,3,19
MODEL_SPECIFIC_TRROSETTARNA2,4,41,LEARNED_UNGATED,0.7837837837837838,0.8055555555555556,0.7945205479452054,0.9365693012600229,0.8889131783175903,58,16,14
MODEL_SPECIFIC_TRROSETTARNA2,4,41,LEARNED_SELECTIVE,0.9322033898305084,0.7638888888888888,0.8396946564885496,0.9365693012600229,0.8889131783175903,55,4,17
MODEL_SPECIFIC_TRROSETTARNA2,4,53,LEARNED_UNGATED,0.7945205479452054,0.8055555555555556,0.8,0.9478331424207713,0.8999847359853121,58,15,14
MODEL_SPECIFIC_TRROSETTARNA2,4,53,LEARNED_SELECTIVE,0.9464285714285714,0.7361111111111112,0.828125,0.9478331424207713,0.8999847359853121,53,3,19
