condition,track,seed,event_n_events,event_positive_count,event_positive_prevalence,event_auprc,event_auroc,event_brier,event_ece,rna_rna_count,rna_positive_prevalence,rna_auprc,rna_auroc,rna_brier,rna_ece,event_context_count,event_pair_event_count,event_tp_before,event_fp_before,event_fn_before,event_tp_after,event_fp_after,event_fn_after,event_lost_tp,event_removed_fp,event_deleted_pair_count,event_tp_preservation,event_fp_removal,event_modification_precision,event_coverage,event_resulting_precision,event_resulting_recall,event_resulting_f1,event_original_precision,event_original_recall,event_original_f1,event_delta_f1,rna_lost_tp,rna_removed_fp,rna_deleted_pair_count,rna_tp_preservation,rna_fp_removal,rna_modification_precision,rna_coverage,rna_resulting_precision,rna_resulting_recall,rna_resulting_f1,rna_original_precision,rna_original_recall,rna_original_f1,rna_delta_f1,evidence_item_count,fp_removed_per_evidence_item,delta_f1_per_evidence_item,rna_balanced_fp_removed_per_evidence_item,rna_balanced_fp_removed_per_evidence_item_defined_rnas,rna_balanced_delta_f1_per_evidence_item,rna_balanced_delta_f1_per_evidence_item_defined_rnas,zero_denominator_is_na,source
B4_EVIDENCE_MASKED,positive_pair,41,48634,5657,0.11631780236048855,0.5282531735501369,0.8745933139459686,0.06865953428934075,0.029602959296969232,121,0.09306258383818086,0.7004906917911378,0.7937048073040235,0.06186613047333699,0.10897418044290491,3523,48634,42977,5657,4913,42480,5091,5410,497,566,1063,0.9884356748958746,0.10005303164221319,0.5324553151458138,0.02185713698235802,0.8929810178470077,0.8870327834621007,0.8899969621101812,0.8836821976395115,0.8974107329296304,0.8904935560067962,-0.0004965938966150496,497,566,1063,0.9894056698974979,0.1156717363795317,0.628030303030303,0.017142321956003185,0.911170091447674,0.9070118365090628,0.9118560233420617,0.9069374161618189,0.913867030654728,0.9133660920071889,-0.0015100686651270507,7360,0.07690217391304348,-6.747199682269696e-08,0.0834254178336732,121,-8.980972456743992e-05,120,True,rnafold
B4_EVIDENCE_MASKED,positive_pair,41,48945,6255,0.12779650628256206,0.6174179978631581,0.8906015913434631,0.0677478926575225,0.027824443385292115,121,0.10474439764694968,0.7787500426363405,0.8323675720559176,0.06158155775541093,0.10961922142304042,3523,48945,42690,6255,5200,42210,5239,5680,480,1016,1496,0.988756148981026,0.16243005595523582,0.679144385026738,0.030564919807947698,0.889586714156252,0.8813948632282314,0.8854718425827836,0.872203493717438,0.8914178325328879,0.8817059947333091,0.003765847849474424,480,1016,1496,0.9900126165570762,0.22483579638752046,0.7722048066875653,0.023258766358091564,0.9058887428023552,0.9014097106174507,0.9063883154276866,0.8952556023530502,0.9077787598919441,0.904322964758978,0.0020653506687083817,7360,0.13804347826086957,5.116641099829381e-07,0.1413054562836576,121,-1.551302748951251e-05,120,True,petfold
B4_EVIDENCE_MASKED,positive_pair,41,54559,11513,0.21101926354955186,0.9095616244403318,0.9528858067069573,0.05502327199011295,0.04913718471650082,121,0.20943634431658956,0.9377881893064637,0.9515048265704743,0.052380303066419553,0.11401490513909836,3523,54559,43046,11513,4844,42716,3364,5174,330,8149,8479,0.9923337824652697,0.707808564231738,0.9610803160750089,0.15540973991458787,0.9269965277777777,0.8919607433702235,0.909141215281473,0.7889807364504481,0.8988515347671747,0.840340071645404,0.06880114363606893,330,8149,8479,0.9956916247864523,0.7832720583969195,0.9746841593780371,0.15658985405499107,0.9077378253661446,0.9086776718354034,0.9434624500093695,0.7905636556834099,0.9120849106151279,0.8792020264638676,0.06426042354550152,7360,1.1072010869565216,9.347981472291974e-06,1.4811990752666437,121,0.0012988785942828784,116,True,trrosettarna2_native_ss
B4_EVIDENCE_MASKED,unpaired,41,50790,6600,0.1299468399291199,0.5232980719610825,0.8695735357649818,0.07710748687126068,0.031055791545559378,121,0.09306258383818086,0.7008956879656126,0.7948505370959618,0.06230041558843169,0.11025094041354985,3630,50790,44190,6600,6090,43650,6090,6630,540,510,1050,0.9877800407331976,0.07727272727272727,0.4857142857142857,0.02067336089781453,0.8775633293124246,0.8681384248210023,0.8728254349130175,0.8700531600708801,0.8788782816229117,0.8744434550311665,-0.001618020118149044,540,510,1050,0.9912420248646668,0.09678922402499637,0.5452380952380952,0.014933555261103086,0.911283761741394,0.9070865531845699,0.9121298424565986,0.9069374161618189,0.913867030654728,0.9133660920071889,-0.0012362495505901026,8230,0.061968408262454436,-1.9660025736926415e-07,0.04434035069154256,121,-3.990771199905309e-06,120,True,rnafold
B4_EVIDENCE_MASKED,unpaired,41,51120,7230,0.1414319248826291,0.6116495760432011,0.8848299549325974,0.07621606925255917,0.030179371066040562,121,0.10474439764694968,0.7786923209368918,0.8346438147146021,0.06284063779461206,0.10910235119210974,3630,51120,43890,7230,6390,43350,6180,6930,540,1050,1590,0.9876965140123035,0.14522821576763487,0.660377358490566,0.031103286384976527,0.8752271350696548,0.8621718377088305,0.8686504358280733,0.8585680751173709,0.8729116945107399,0.8656804733727811,0.002969962455292241,540,1050,1590,0.9913350604840183,0.19224137931034485,0.7051724137931035,0.0211170039528994,0.9053803153060638,0.9013014859839946,0.9062285955126721,0.8952556023530502,0.9077787598919441,0.904322964758978,0.0019056307536941194,8230,0.1275820170109356,3.608702861837474e-07,0.10601466936006448,121,4.983259507047857e-05,120,True,petfold
B4_EVIDENCE_MASKED,unpaired,41,56790,12960,0.22820919175911253,0.9077341571011482,0.9523506223540447,0.057420074253375114,0.04023657534653137,121,0.20943634431658956,0.9357483353067204,0.9493005875444752,0.05170699140279134,0.11248750175653302,3630,56790,43830,12960,6450,43380,4260,6900,450,8700,9150,0.9897330595482546,0.6712962962962963,0.9508196721311475,0.16111991547807714,0.9105793450881612,0.8627684964200477,0.8860294117647058,0.7717908082408875,0.8717183770883055,0.8187167273746148,0.06731268439009108,450,8700,9150,0.9943963443963442,0.7371246997911816,0.9652046783625731,0.14999592603619755,0.8997683787899913,0.9076818815834148,0.9388355819057822,0.7905636556834099,0.9120849106151279,0.8792020264638676,0.05963355544191422,8230,1.057108140947752,8.1789409951508e-06,1.0226494473277266,121,0.0010660717505098583,116,True,trrosettarna2_native_ss
B4_EVIDENCE_MASKED,combined,41,99424,12257,0.12328009333762471,0.5226345590462509,0.8720036902004471,0.07297510710512004,0.028746434545383382,121,0.09306258383818086,0.6830727643215789,0.7962594980860805,0.062097824826070416,0.10597761936487171,7153,99424,87167,12257,11003,86130,11181,12040,1037,1076,2113,0.9881032959720996,0.08778657093905523,0.5092285849503077,0.021252413904087546,0.8851003483676049,0.8773556076194357,0.8812109616791401,0.8767199066623753,0.8879189161658347,0.8822838750164478,-0.001072913337307635,1037,1076,2113,0.9905638854519763,0.105943536156353,0.6059889364550852,0.0158086223026774,0.9112878562449501,0.9071313027498873,0.9121010175769133,0.9069374161618189,0.913867030654728,0.9133660920071889,-0.001265074430275539,15590,0.06901860166773573,-6.882061175802662e-08,0.050747835216482816,121,-6.401120071647167e-06,120,True,rnafold
B4_EVIDENCE_MASKED,combined,41,100065,13485,0.13476240443711587,0.6122316370087694,0.8875868989550858,0.07207401255497349,0.026889596791654962,121,0.10474439764694968,0.7667759246811563,0.8347700575357331,0.06223270655841971,0.10635054786721249,7153,100065,86580,13485,11590,85560,11419,12610,1020,2066,3086,0.9882189882189882,0.1532072673340749,0.6694750486066104,0.030839954029880576,0.8822528588663525,0.8715493531628807,0.876868444111935,0.8652375955628842,0.8819394927167159,0.8735087144046207,0.0033597297073142407,1020,2066,3086,0.9908091054760318,0.20836617405582916,0.738882282329229,0.02205487128263195,0.9056701312199431,0.9013704734024615,0.9063677259176879,0.8952556023530502,0.9077787598919441,0.904322964758978,0.002044761158709684,15590,0.1325208466966004,2.155054334390148e-07,0.10485672434422265,121,1.7903544013483774e-05,120,True,petfold
B4_EVIDENCE_MASKED,combined,41,111349,24473,0.21978643723787372,0.9082335228666405,0.9526216911436871,0.05624568440989838,0.0424820608023718,121,0.20943634431658956,0.9308529127580881,0.9501881817296971,0.05206943608881117,0.11165758092134673,7153,111349,86876,24473,11294,86096,7624,12074,780,16849,17629,0.9910216860813112,0.6884730110734278,0.9557547223325202,0.15832203252835678,0.9186513017498933,0.8770092696343078,0.897347438636719,0.7802135627621263,0.8849546704695935,0.829289945064648,0.06805749357207092,780,16849,17629,0.9950080650511685,0.759868704850389,0.9683450761256884,0.15321806917629543,0.9032460531974609,0.9081660026047259,0.9410431644331954,0.7905636556834099,0.9120849106151279,0.8792020264638676,0.061841137969327865,15590,1.0807568954457987,4.3654582150141705e-06,1.1178524605079436,121,0.0005640844416081023,116,True,trrosettarna2_native_ss
B4_EVIDENCE_MASKED,positive_pair,53,48634,5657,0.11631780236048855,0.5176048897128798,0.8722039265001207,0.07101099889270862,0.024569527038963788,121,0.09306258383818086,0.7206064176560897,0.8008911410824908,0.062251544899109036,0.11124819398277913,3523,48634,42977,5657,4913,42761,5279,5129,216,378,594,0.9949740558903599,0.06681986918861588,0.6363636363636364,0.012213677674055188,0.89011240632806,0.892900396742535,0.8915042218284166,0.8836821976395115,0.8974107329296304,0.8904935560067962,0.001010665821620349,216,378,594,0.9968667962084875,0.08774163028108506,0.640625,0.009311793626433026,0.9121220853529368,0.9110353043223468,0.9148822618525629,0.9069374161618189,0.913867030654728,0.9133660920071889,0.001516169845374008,7360,0.051358695652173915,1.3731872576363437e-07,0.04830096786250349,121,2.300258769801035e-05,120,True,rnafold
B4_EVIDENCE_MASKED,positive_pair,53,48945,6255,0.12779650628256206,0.6032269900733915,0.8884943879049958,0.07003152725450885,0.024477354640415405,121,0.10474439764694968,0.7765303733893314,0.836508852837175,0.0617550236660641,0.11067199740132615,3523,48945,42690,6255,5200,42461,5518,5429,229,737,966,0.9946357460763645,0.11782573940847323,0.7629399585921325,0.019736438859944836,0.884991350382459,0.8866360409271247,0.8858129322304394,0.872203493717438,0.8914178325328879,0.8817059947333091,0.004106937497130314,229,737,966,0.997317575935583,0.1795361247947455,0.7788461538461539,0.014167246930588451,0.9053314067944037,0.90527724517017,0.9083786480560778,0.8952556023530502,0.9077787598919441,0.904322964758978,0.004055683297099536,7360,0.10013586956521739,5.58007812110097e-07,0.09701666156022493,121,8.231005042407761e-05,120,True,petfold
B4_EVIDENCE_MASKED,positive_pair,53,54559,11513,0.21101926354955186,0.8974881610042479,0.9492920940848603,0.056170351211296723,0.03989466651450877,121,0.20943634431658956,0.9335338136311045,0.9501625439398492,0.053875909669011054,0.11540055811878247,3523,54559,43046,11513,4844,42716,3689,5174,330,7824,8154,0.9923337824652697,0.6795796056631633,0.9595290654893304,0.14945288586667643,0.9205042560068958,0.8919607433702235,0.9060077416618061,0.7889807364504481,0.8988515347671747,0.840340071645404,0.06566767001640206,330,7824,8154,0.9947819740923189,0.7755377476035078,0.9634999999999999,0.15208455472687096,0.9037374059530968,0.9078449645977373,0.9418529238938449,0.7905636556834099,0.9120849106151279,0.8792020264638676,0.06265089742997701,7360,1.0630434782608695,8.92223777396767e-06,1.400084889352411,121,0.001262989479737217,116,True,trrosettarna2_native_ss
B4_EVIDENCE_MASKED,unpaired,53,50790,6600,0.1299468399291199,0.49714286980042854,0.8715577362216873,0.07934379505375062,0.022544348933176844,121,0.09306258383818086,0.6970895632059705,0.8081025910437716,0.06461025564305285,0.1138755236803092,3630,50790,44190,6600,6090,43890,6240,6390,300,360,660,0.9932111337406653,0.05454545454545454,0.5454545454545454,0.01299468399291199,0.8755236385397965,0.8729116945107399,0.8742157155661787,0.8700531600708801,0.8788782816229117,0.8744434550311665,-0.0002277394649877751,300,360,660,0.9965975855526489,0.06305357324008687,0.6547619047619048,0.007155253923909217,0.9100101307458515,0.9109357201120909,0.9135583450044276,0.9069374161618189,0.913867030654728,0.9133660920071889,0.000192252997238819,8230,0.04374240583232078,-2.767186694869685e-08,0.03028531358420795,121,9.816729067352221e-06,120,True,rnafold
B4_EVIDENCE_MASKED,unpaired,53,51120,7230,0.1414319248826291,0.5854424023819967,0.8877342356267885,0.07795072131390342,0.026029337850491597,121,0.10474439764694968,0.7506953190912755,0.8397740525884033,0.06419273299028919,0.11281949350268962,3630,51120,43890,7230,6390,43590,6510,6690,300,720,1020,0.9931647300068353,0.0995850622406639,0.7058823529411765,0.01995305164319249,0.870059880239521,0.866945107398568,0.8684997011356844,0.8585680751173709,0.8729116945107399,0.8656804733727811,0.0028192277629033313,300,720,1020,0.9967537524851316,0.1542151813703538,0.7666666666666667,0.012692045556030535,0.9038730056214733,0.904986675474811,0.9073503966091463,0.8952556023530502,0.9077787598919441,0.904322964758978,0.0030274318501680854,8230,0.08748481166464156,3.425550137185093e-07,0.0838459413902175,121,6.0732798314182765e-05,120,True,petfold
B4_EVIDENCE_MASKED,unpaired,53,56790,12960,0.22820919175911253,0.9011658926355055,0.9525423352853195,0.06041088375099509,0.04136176750954765,121,0.20943634431658956,0.9326198984653891,0.9534939493311229,0.05477862716689013,0.12011577423405773,3630,56790,43830,12960,6450,43500,4980,6780,330,7980,8310,0.9924709103353867,0.6157407407407407,0.9602888086642599,0.14632857897517168,0.8972772277227723,0.8651551312649165,0.8809234507897934,0.7717908082408875,0.8717183770883055,0.8187167273746148,0.06220672341517863,330,7980,8310,0.9965686213531039,0.7017825065133612,0.9731578947368421,0.13842194444005215,0.8916627096070044,0.9095184288745074,0.9357716579736985,0.7905636556834099,0.9120849106151279,0.8792020264638676,0.05656963150983082,8230,0.9696233292831106,7.558532614237987e-06,0.9581302376529564,121,0.001027400915605693,116,True,trrosettarna2_native_ss
B4_EVIDENCE_MASKED,combined,53,99424,12257,0.12328009333762471,0.503792028261154,0.8720957432284686,0.07526774492001645,0.021601048147670283,121,0.09306258383818086,0.6842343164626679,0.8062759249932552,0.06334493127883031,0.10981858657050547,7153,99424,87167,12257,11003,86651,11519,11519,516,738,1254,0.9940803285647091,0.0602104919637758,0.5885167464114832,0.012612648857418732,0.8826627279209535,0.8826627279209535,0.8826627279209535,0.8767199066623753,0.8879189161658347,0.8822838750164478,0.00037885290450567766,516,738,1254,0.9967406596905608,0.07612244122299212,0.6449951154349135,0.008309151177037358,0.911041592182434,0.9109927333034665,0.9142310161395863,0.9069374161618189,0.913867030654728,0.9133660920071889,0.000864924132397441,15590,0.04733803720333547,2.4301020173552128e-08,0.03834440407455754,121,1.0931227849295757e-05,120,True,rnafold
B4_EVIDENCE_MASKED,combined,53,100065,13485,0.13476240443711587,0.5901694604135355,0.8883267694836104,0.07407718957716149,0.02477751488877434,121,0.10474439764694968,0.7447669139011206,0.8396274205184018,0.06290488717096789,0.10941751914815703,7153,100065,86580,13485,11590,86051,12028,12119,529,1457,1986,0.9938900438900439,0.10804597701149425,0.7336354481369587,0.01984709938539949,0.8773641656215908,0.8765508811245798,0.8769573348144448,0.8652375955628842,0.8819394927167159,0.8735087144046207,0.003448620409824077,529,1457,1986,0.9969393619049404,0.16699753437104767,0.7708901061384738,0.013504737941577083,0.9045023976902992,0.905071948607406,0.9078139180953683,0.8952556023530502,0.9077787598919441,0.904322964758978,0.0034909533363900198,15590,0.09345734445157151,2.212072103799921e-07,0.08297285601339414,121,3.116360535493907e-05,120,True,petfold
B4_EVIDENCE_MASKED,combined,53,111349,24473,0.21978643723787372,0.8989888351361327,0.9510144822986893,0.05833309935388604,0.03869943353436648,121,0.20943634431658956,0.9303506947274393,0.9528049861917699,0.05435317472307314,0.11564628121501021,7153,111349,86876,24473,11294,86216,8669,11954,660,15804,16464,0.9924029651457249,0.6457728925754913,0.9599125364431487,0.14785943295404538,0.9086367708278442,0.8782316389935826,0.8931755199295539,0.7802135627621263,0.8849546704695935,0.829289945064648,0.06388557486490587,660,15804,16464,0.9956752977227113,0.7386537229086247,0.9623095238095238,0.1452200284129106,0.8973970905701707,0.9086816967361223,0.9387410235076751,0.7905636556834099,0.9120849106151279,0.8792020264638676,0.05953899704380721,15590,1.0137267479153302,4.097855988768818e-06,1.0587025233823464,121,0.0005468938675087828,116,True,trrosettarna2_native_ss
B4_EVIDENCE_MASKED,positive_pair,67,48634,5657,0.11631780236048855,0.5129319791012851,0.8716111473251482,0.0713873917089657,0.02318132724031158,121,0.09306258383818086,0.7189368271140177,0.8068560605357363,0.06238223459403426,0.11442511143259876,3523,48634,42977,5657,4913,42719,5132,5171,258,525,783,0.9939967889801522,0.0928053738730776,0.6704980842911877,0.016099847843072747,0.8927504127395457,0.8920233869283776,0.8923867517573453,0.8836821976395115,0.8974107329296304,0.8904935560067962,0.001893195750549026,258,525,783,0.9943336414737253,0.1274087462035812,0.6736842105263158,0.013877569055051634,0.9141640400309391,0.9095407963502756,0.9142708148577939,0.9069374161618189,0.913867030654728,0.9133660920071889,0.0009047228506051525,7360,0.07133152173913043,2.5722768349850895e-07,0.08767500482339292,121,7.593558211042213e-06,120,True,rnafold
B4_EVIDENCE_MASKED,positive_pair,67,48945,6255,0.12779650628256206,0.6089949046125253,0.8884512797351718,0.0703539514073007,0.021685172408437637,121,0.10474439764694968,0.7850285812305703,0.8457372686629232,0.062484611980997265,0.11392265006753609,3523,48945,42690,6255,5200,42449,5471,5441,241,784,1025,0.9943546498008902,0.12533972821742606,0.7648780487804878,0.020941873531514967,0.885830550918197,0.8863854666945082,0.8861079219288174,0.872203493717438,0.8914178325328879,0.8817059947333091,0.004401927195508248,241,784,1025,0.9949405881333035,0.1768062397372742,0.7729166666666667,0.016361147429970233,0.9056712275462788,0.9039386704586635,0.9073577153876861,0.8952556023530502,0.9077787598919441,0.904322964758978,0.0030347506287080094,7360,0.10652173913043478,5.980879341723164e-07,0.11594199921866015,121,5.036818426030707e-05,120,True,petfold
B4_EVIDENCE_MASKED,positive_pair,67,54559,11513,0.21101926354955186,0.9054806923672203,0.9528757883166634,0.05573667579055657,0.04119787426844162,121,0.20943634431658956,0.9292319584574358,0.9477230527823594,0.05342438239477798,0.11580943069456652,3523,54559,43046,11513,4844,42646,3560,5244,400,7953,8353,0.9907076151094178,0.6907843307565361,0.9521130132886388,0.15310031342216682,0.9229537289529498,0.8904990603466277,0.9064359802754633,0.7889807364504481,0.8988515347671747,0.840340071645404,0.06609590863005932,400,7953,8353,0.9935490116524598,0.7448136059054483,0.9602430555555554,0.15345405284818645,0.9026169514198467,0.9064169848639725,0.9398419505925256,0.7905636556834099,0.9120849106151279,0.8792020264638676,0.0606399241286578,7360,1.0805706521739131,8.980422368214582e-06,1.4522429553525122,121,0.0012258446649953906,116,True,trrosettarna2_native_ss
B4_EVIDENCE_MASKED,unpaired,67,50790,6600,0.1299468399291199,0.5179498955659287,0.8681663889403197,0.07912312355599264,0.016209258820170373,121,0.09306258383818086,0.7008688002837266,0.796158725047386,0.06311904184955552,0.1130008013606888,3630,50790,44190,6600,6090,43860,6030,6420,330,570,900,0.9925322471147319,0.08636363636363636,0.6333333333333333,0.01772002362669817,0.8791340950090198,0.8723150357995226,0.8757112908056304,0.8700531600708801,0.8788782816229117,0.8744434550311665,0.0012678357744638769,330,570,900,0.993803489896756,0.1078277134948584,0.6694444444444445,0.014625388570326267,0.914082244945157,0.9083431865724314,0.9140897755558278,0.9069374161618189,0.913867030654728,0.9133660920071889,0.0007236835486389907,8230,0.0692588092345079,1.540505193759267e-07,0.05956000347856869,121,1.5935224085912643e-05,120,True,rnafold
B4_EVIDENCE_MASKED,unpaired,67,51120,7230,0.1414319248826291,0.6124036584901505,0.8859105515580729,0.0770267763652644,0.020040943169561558,121,0.10474439764694968,0.7700131572127458,0.8364171448007273,0.06282392482069231,0.1133365172220868,3630,51120,43890,7230,6390,43650,6330,6630,240,900,1140,0.9945317840054683,0.12448132780082988,0.7894736842105263,0.022300469483568074,0.8733493397358943,0.8681384248210023,0.8707360861759424,0.8585680751173709,0.8729116945107399,0.8656804733727811,0.005055612803161358,240,900,1140,0.9958380902866196,0.17407635467980295,0.8186666666666668,0.017306287416325665,0.9068021634273562,0.9039785203528924,0.9082706477106852,0.8952556023530502,0.9077787598919441,0.904322964758978,0.003947682951707142,8230,0.10935601458080195,6.142907415748916e-07,0.10620823717254245,121,7.233203075924905e-05,120,True,petfold
B4_EVIDENCE_MASKED,unpaired,67,56790,12960,0.22820919175911253,0.9117363090522533,0.9538732349735087,0.05681553130487367,0.03357222098463598,121,0.20943634431658956,0.9314426481912559,0.9523791735116306,0.05088053549322192,0.11170412217531138,3630,56790,43830,12960,6450,43470,4650,6810,360,8310,8670,0.9917864476386037,0.6412037037037037,0.9584775086505191,0.1526677231907026,0.9033665835411472,0.8645584725536993,0.8835365853658538,0.7717908082408875,0.8717183770883055,0.8187167273746148,0.06481985799123902,360,8310,8670,0.9951215770181286,0.7186168966551875,0.9613032581453634,0.14678077546888701,0.8993984055723742,0.9081311797599856,0.9381631439403193,0.7905636556834099,0.9120849106151279,0.8792020264638676,0.058961117476451226,8230,1.0097205346294047,7.876045928461606e-06,0.9976654107364216,121,0.00105878693539796,116,True,trrosettarna2_native_ss
B4_EVIDENCE_MASKED,combined,67,99424,12257,0.12328009333762471,0.5139499873408698,0.870166254666734,0.07533913193778784,0.017500289556551658,121,0.09306258383818086,0.6902745028099067,0.7976464858940565,0.06270229136095648,0.11156681918658348,7153,99424,87167,12257,11003,86579,11162,11591,588,1095,1683,0.9932543278993197,0.08933670555600881,0.6506238859180036,0.01692750241390409,0.8858002271308867,0.8819293063053886,0.8838605285052906,0.8767199066623753,0.8879189161658347,0.8822838750164478,0.0015766534888428385,588,1095,1683,0.9941135673834544,0.11575624176042541,0.6441236581115677,0.014062969845712196,0.9138989508394205,0.9089398871076102,0.9141305781241663,0.9069374161618189,0.913867030654728,0.9133660920071889,0.0007644861169774096,15590,0.07023733162283514,1.0113235977183057e-07,0.061288709303552784,121,7.5377795503162124e-06,120,True,rnafold
B4_EVIDENCE_MASKED,combined,67,100065,13485,0.13476240443711587,0.6084011980705534,0.8873353262563496,0.07376288371980785,0.01699595459214999,121,0.10474439764694968,0.7621418937517791,0.8373536250071455,0.06256202517509102,0.1106924829924321,7153,100065,86580,13485,11590,86099,11801,12071,481,1684,2165,0.9944444444444445,0.12487949573600296,0.7778290993071594,0.02163593664118323,0.879458631256384,0.8770398288682897,0.8782475646452798,0.8652375955628842,0.8819394927167159,0.8735087144046207,0.004738850240659009,481,1684,2165,0.9955303810973005,0.1747645647333835,0.7819638017317511,0.016630323543788513,0.9061059824837057,0.9040237238533668,0.9078279810891838,0.8952556023530502,0.9077787598919441,0.904322964758978,0.0035050163302057027,15590,0.10801796023091725,3.039673021590128e-07,0.09605127623362526,121,2.9884222734990747e-05,120,True,petfold
B4_EVIDENCE_MASKED,combined,67,111349,24473,0.21978643723787372,0.9086248596306722,0.9534636982152587,0.05628691157765519,0.03676706073477178,121,0.20943634431658956,0.9241627672251527,0.9497068289674123,0.05214009712894193,0.11204309401323077,7153,111349,86876,24473,11294,86116,8210,12054,760,16263,17023,0.9912518992587136,0.664528255628652,0.955354520354814,0.1528796845952815,0.9129614316307275,0.8772129978608536,0.8947302801097166,0.7802135627621263,0.8849546704695935,0.829289945064648,0.06544033504506852,760,16263,17023,0.9942993747950645,0.731487245550788,0.9509585488966931,0.14994322247387346,0.9006663305874939,0.9072603082072961,0.938947430927984,0.7905636556834099,0.9120849106151279,0.8792020264638676,0.05974540446411608,15590,1.0431686978832584,4.1975840311140806e-06,1.0871362719760251,121,0.0005463936724727815,116,True,trrosettarna2_native_ss
