condition,track,metric,mean,population_sd,min,max,n
B4_EVIDENCE_MASKED,positive_pair,event_tp_preservation,0.9923799460815925,0.0013793414711390129,0.9898456255389898,0.9939788521749939,5
B4_EVIDENCE_MASKED,positive_pair,event_fp_removal,0.39924012806830306,0.011938133712985733,0.3816008537886873,0.4154108858057631,5
B4_EVIDENCE_MASKED,positive_pair,event_modification_precision,0.9055782889589079,0.013121895046146729,0.8815908679108534,0.9202182417129916,5
B4_EVIDENCE_MASKED,positive_pair,event_coverage,0.06791860021822294,0.0028760463479269504,0.06384992572532833,0.07255255097345831,5
B4_EVIDENCE_MASKED,positive_pair,event_delta_f1,0.024628266165636938,0.0004990212844572981,0.024130455552902164,0.025548150452378682,5
B4_EVIDENCE_MASKED,positive_pair,event_resulting_precision,0.9007644718542085,0.001675528448337087,0.8982896141099814,0.9029482636428066,5
B4_EVIDENCE_MASKED,positive_pair,event_resulting_recall,0.8890666109835038,0.0012357428744673162,0.8867961300201851,0.8904990603466277,5
B4_EVIDENCE_MASKED,positive_pair,event_resulting_f1,0.8948751830847195,0.0004990212844572981,0.8943773724719848,0.8957950673714613,5
B4_EVIDENCE_MASKED,positive_pair,event_lost_tp,980.8,177.5391787747144,775.0,1307.0,5
B4_EVIDENCE_MASKED,positive_pair,event_removed_fp,9352.2,279.65078222669075,8939.0,9731.0,5
B4_EVIDENCE_MASKED,positive_pair,rna_tp_preservation,0.9935140246031529,0.0020390366641135998,0.9898580641410027,0.995927975308824,5
B4_EVIDENCE_MASKED,positive_pair,rna_fp_removal,0.6260807985223871,0.01473254710899501,0.6009662679552271,0.6445040068964543,5
B4_EVIDENCE_MASKED,positive_pair,rna_modification_precision,0.952004498008769,0.0032751742191583786,0.9476844899111038,0.9575392245295158,5
B4_EVIDENCE_MASKED,positive_pair,rna_coverage,0.07105971698268773,0.002355261609005368,0.0677251479937032,0.07475159166692302,5
B4_EVIDENCE_MASKED,positive_pair,rna_delta_f1,0.025308844911619853,0.0007031368129842026,0.02430870947780566,0.02639917825426848,5
B4_EVIDENCE_MASKED,positive_pair,rna_resulting_precision,0.9089759831513604,0.000999600271167813,0.9077888030313207,0.9104883344382588,5
